Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price,Condition_Original
Mazda,Verisa,2013.0,103000.0,1490.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Mazda,Verisa,2013.0,57000.0,1490.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Mazda,Verisa,2010.0,89000.0,1500.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Mazda,Demio,2012.0,44000.0,1340.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,,
Toyota,Sienta,2007.0,184000.0,1490.0,petrol,automatic,4.5,fwd,110.0,128.0,11.0,mini van,7.0,,
Toyota,Vitz,2011.0,152000.0,990.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Nissan,Dayz,2016.0,127000.0,660.0,petrol,automatic,4.5,fwd,46.0,56.0,13.0,hatchback,4.0,,
Nissan,Dayz,2016.0,134000.0,660.0,petrol,automatic,4.5,fwd,46.0,56.0,13.0,hatchback,4.0,,
Nissan,Dayz,2016.0,98000.0,660.0,petrol,automatic,4.5,fwd,46.0,56.0,13.0,hatchback,4.0,,
Subaru,Impreza G4,2012.0,93000.0,2000.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Mazda,Demio,2009.0,93000.0,1500.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,,
Nissan,Dayz,2016.0,144000.0,660.0,petrol,automatic,4.5,fwd,46.0,56.0,13.0,hatchback,4.0,,
Toyota,Spade,2013.0,110000.0,1500.0,petrol,automatic,4.5,fwd,108.0,141.0,9.0,wagon,5.0,,
Toyota,Funcargo,2000.0,127000.0,1290.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Vitz,2012.0,138000.0,990.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Toyota,Wish,2005.0,133000.0,2000.0,petrol,automatic,4.5,fwd,132.5,169.5,10.5,mini van,7.0,,
Honda,Fit,2011.0,126000.0,1300.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Volkswagen,Golf Touran,2012.0,56000.0,1400.0,petrol,automatic,4.5,fwd,150.0,250.0,8.0,mini van,5.0,,
Subaru,Trezia,2011.0,190000.0,1490.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,hatchback,5.0,,
Daihatsu,Terios Kid,2006.0,162000.0,660.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,4.0,,
Mazda,Verisa,2013.0,103000.0,1490.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Mazda,Verisa,2013.0,57000.0,1490.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Mazda,Verisa,2010.0,89000.0,1500.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Mazda,Demio,2012.0,142000.0,1300.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,,
Mazda,Verisa,2009.0,80000.0,1500.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Nissan,Dayz,2015.0,138000.0,660.0,petrol,automatic,4.5,fwd,46.0,56.0,13.0,hatchback,4.0,,
Daihatsu,Mira Es,2015.0,45000.0,660.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,4.0,,
Honda,Fit,2008.0,109000.0,1500.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Nissan,Dayz,2016.0,129000.0,650.0,petrol,automatic,4.5,awd,46.0,56.0,13.0,hatchback,4.0,,
Toyota,Sienta,2004.0,193000.0,1490.0,petrol,automatic,4.5,fwd,110.0,128.0,11.0,mini van,7.0,,
Toyota,Sienta,2006.0,140000.0,1490.0,petrol,automatic,4.5,fwd,110.0,128.0,11.0,mini van,7.0,,
Honda,Fit,2010.0,207000.0,1496.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Fit,2010.0,73000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Daihatsu,Terios Kid,2006.0,102000.0,660.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,4.0,,
Toyota,Funcargo,2004.0,25000.0,1500.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,hatchback,5.0,,
Honda,Fit,2010.0,148000.0,1500.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Subaru,Impreza,2011.0,46000.0,2000.0,petrol,automatic,4.5,fwd,115.0,156.0,11.8,hatchback,5.0,,
Honda,Fit,2011.0,81000.0,1490.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Honda,Fit,2010.0,139000.0,1490.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Fit,2010.0,82000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Toyota,Mark X Zio,2011.0,83000.0,2360.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,station wagon,7.0,,
Mazda,Verisa,2010.0,147000.0,1490.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Toyota,Spade,2013.0,107000.0,1500.0,petrol,automatic,4.5,fwd,108.0,141.0,9.0,wagon,5.0,,
Honda,Freed,2014.0,210000.0,1490.0,petrol,automatic,4.5,fwd,118.0,148.0,11.0,mini van,6.0,,
Daihatsu,Terios Kid,2010.0,163000.0,650.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,4.0,,
Honda,Fit,2008.0,128000.0,1496.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Toyota,Crown,2004.0,192000.0,2490.0,petrol,automatic,4.5,awd,211.0,250.0,8.0,sedan,5.0,,
Toyota,Wish,2004.0,135000.0,2000.0,petrol,automatic,4.5,fwd,132.5,169.5,10.5,mini van,7.0,,
Suzuki,Wagon R,2016.0,105000.0,650.0,petrol,automatic,4.5,fwd,64.0,84.0,15.0,wagon,4.0,,
Mazda,Premacy,2014.0,127000.0,1990.0,petrol,automatic,4.5,fwd,164.0,306.5,8.85,mini van,7.0,,
Honda,Fit,2012.0,45000.0,1330.0,petrol,automatic,4.5,fwd,125.5,154.5,9.95,hatchback,5.0,,
Honda,Fit,2012.0,50000.0,1300.0,petrol,automatic,4.5,fwd,125.5,154.5,9.95,hatchback,5.0,,
Honda,Fit,2009.0,79000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Toyota,Avensis,2009.0,176000.0,1990.0,petrol,automatic,4.5,fwd,128.0,165.5,9.7,sedan,5.0,,
Honda,Fit,2010.0,170000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Nissan,Note,2014.0,161000.0,1190.0,petrol,automatic,4.5,fwd,94.0,147.0,10.0,hatchback,5.0,,
Honda,Fit,2010.0,52000.0,1300.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Suzuki,Swift,2008.0,131000.0,1600.0,petrol,manual,4.5,fwd,94.0,118.0,11.0,hatchback,5.0,,
Honda,Fit,2010.0,100000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Mazda,Verisa,2012.0,67000.0,1498.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Suzuki,Swift,2013.0,200000.0,1240.0,petrol,automatic,4.5,awd,94.0,118.0,11.0,hatchback,5.0,,
Honda,Fit,2012.0,61000.0,1300.0,petrol,automatic,4.5,fwd,125.5,154.5,9.95,hatchback,5.0,,
Mazda,Demio,2011.0,58000.0,1300.0,petrol,automatic,4.5,fwd,89.0,128.5,11.0,hatchback,5.0,,
Honda,Fit,2009.0,114000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Mazda,Demio,2009.0,70000.0,1500.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,,
Mazda,Demio,2011.0,113000.0,1300.0,petrol,automatic,4.5,fwd,89.0,128.5,11.0,hatchback,5.0,,
Daihatsu,Terios Kid,2007.0,153000.0,660.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,4.0,,
Toyota,Porte,2012.0,142000.0,1300.0,petrol,automatic,4.5,fwd,108.0,141.0,12.0,hatchback,5.0,,
Toyota,Iq,2009.0,136000.0,1000.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,4.0,,
Honda,Fit,2007.0,136000.0,1500.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Nissan,Murano,2004.0,88000.0,2480.0,petrol,automatic,4.5,fwd,265.0,336.0,8.0,suv,5.0,,
Toyota,Gaia,2004.0,97000.0,2000.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,mini van,5.0,,
Mitsubishi,Pajero Mini,2007.0,96000.0,660.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,4.0,,
Honda,Fit,2010.0,149000.0,1490.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Fit,2010.0,43000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Toyota,Passo,2009.0,73000.0,1290.0,petrol,automatic,4.5,fwd,71.0,94.0,13.5,hatchback,5.0,,
Honda,Fit,2010.0,138000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Fit,2010.0,106000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Mazda,Verisa,2010.0,144000.0,1490.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Honda,Fit,2012.0,104000.0,1300.0,petrol,automatic,4.5,fwd,125.5,154.5,9.95,hatchback,5.0,,
Honda,Fit,2008.0,125000.0,1500.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Nissan,Note,2013.0,98000.0,1190.0,petrol,automatic,4.5,fwd,87.5,123.5,11.75,hatchback,5.0,,
Nissan,Note,2014.0,46000.0,1190.0,petrol,automatic,4.5,fwd,94.0,147.0,10.0,hatchback,5.0,,
Honda,Fit,2012.0,123000.0,1300.0,petrol,automatic,4.5,fwd,125.5,154.5,9.95,hatchback,5.0,,
Nissan,March,2015.0,103000.0,1190.0,petrol,automatic,4.5,fwd,78.0,105.0,13.0,hatchback,5.0,,
Honda,Fit,2009.0,195000.0,1490.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Honda,Fit,2010.0,74000.0,1300.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Fit,2010.0,64000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Fit,2010.0,113000.0,1500.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Acty Truck,1996.0,116000.0,650.0,petrol,manual,4.5,awd,150.0,200.0,10.0,truck,2.0,,
Honda,Acty Truck,1995.0,88000.0,650.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,2.0,,
Honda,Insight,2012.0,144000.0,1330.0,petrol hybrid,automatic,4.5,fwd,97.0,167.0,12.4,hatchback,5.0,,
Honda,Fit,2010.0,101000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Nissan,Note,2014.0,92000.0,1190.0,petrol,automatic,4.5,fwd,94.0,147.0,10.0,hatchback,5.0,,
Honda,Fit,2011.0,175000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Mazda,Verisa,2012.0,77000.0,1500.0,petrol,automatic,4.5,fwd,113.0,140.0,12.0,hatchback,5.0,,
Honda,Fit,2010.0,59000.0,1300.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Nissan,Note,2014.0,51000.0,1200.0,petrol,automatic,4.5,fwd,94.0,147.0,10.0,hatchback,5.0,,
Honda,Fit,2005.0,43000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Honda,Stepwagon Spada,2012.0,190000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,mini van,8.0,,
Honda,Fit,2010.0,83000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Honda,Stepwagon Spada,2012.0,192000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,mini van,8.0,,
Honda,Fit,2011.0,142000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Honda,Fit,2010.0,185000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Suzuki,Swift,2010.0,122000.0,1200.0,petrol,automatic,4.5,awd,94.0,118.0,11.0,hatchback,5.0,,
Nissan,Note,2013.0,82000.0,1190.0,petrol,automatic,4.5,fwd,87.5,123.5,11.75,hatchback,5.0,,
Mitsubishi,Pajero Mini,2005.0,146000.0,650.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,4.0,,
Honda,Fit,2012.0,188000.0,1300.0,petrol,automatic,4.5,fwd,125.5,154.5,9.95,hatchback,5.0,,
Subaru,Impreza G4,2012.0,194000.0,1590.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,sedan,5.0,,
Honda,Fit,2010.0,179000.0,1330.0,petrol,automatic,4.5,fwd,102.0,133.5,11.0,hatchback,5.0,,
Toyota,Vitz,2008.0,142000.0,990.0,petrol,automatic,4.5,fwd,107.0,147.0,10.0,hatchback,5.0,,
Nissan,March,2014.0,127000.0,1190.0,petrol,automatic,4.5,awd,78.0,105.0,12.0,hatchback,5.0,,
Mazda,Premacy,2010.0,122000.0,1990.0,petrol,automatic,4.5,fwd,155.0,195.0,9.0,mini van,7.0,,
Honda,Fit,2008.0,102000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
Honda,Fit,2008.0,133000.0,1330.0,petrol,automatic,4.5,fwd,115.5,133.5,10.0,hatchback,5.0,,
