id,model_name,make_name,vehicle_type,name,price,body_type,source,current_location,drive,mileage,color,annual_insurance,year_of_manufacture,torque,fuel_type,engine_size,horse_power,acceleration,transmission,urban_consumption,highway_consumption,availability,purchase_status,condition
7582,Crown,Toyota,Automobile,Toyota Crown Athlete,1079998,Saloon,Kenyan Used,Nairobi,2WD,87591,Grey,43200,2011,250,Petrol,2490,203,9,Automatic,9.5,11,sell_on_behalf,Available,Very Good
7581,MPV,Mazda,Automobile,Mazda MPV,329999,Van,Kenyan Used,Nairobi,2WD,175545,Silver,13200,2002,231,Petrol,2490,170,10,Automatic,7.7,11.1,sell_on_behalf,Available,Very Good
7580,Skyline,Nissan,Automobile,Nissan Skyline,1849999,Saloon,Kenyan Used,Nairobi,2WD,137153,White,73600,2011,258,Petrol,2500,222,8,Automatic,10,12,sell_on_behalf,Available,Very Good
7579,Prado,Toyota,Automobile,2024 Toyota Landcruiser Prado Adventure Plus (J250).,17999999,SUV,Brand New,Nairobi,4WD,35,Platinum White Pearl MC,720000,2024,500,Diesel,2800,201,10,Automatic,12,13,available,Available,Excellent
7578,Touareg,Volkswagen,Automobile,Volkswagen Touareg,1380000,SUV,Kenyan Used,Nairobi,AWD,105890,Silver Metallic,55200,2008,360,Diesel,3000,237,8,Automatic,9,11,sell_on_behalf,Available,Very Good
7577,Probox / Succeed,Toyota,Automobile,Toyota Succeed,1100000,Station Wagon,Kenyan Used,Nairobi,2WD,105133,Black,44000,2016,141,Petrol,1500,109,11.7,Automatic,14,16,sell_on_behalf,Available,Very Good
7576,Noah,Toyota,Automobile,Toyota Noah,2350000,Van,Kenyan Used,Nairobi,2WD,168986,Light Blue,94000,2017,192,Petrol,2000,150,11,Automatic,10,12,sell_on_behalf,Available,Very Good
7574,Fortuner,Toyota,Automobile,Toyota Fortuner,7990000,SUV,Kenyan Used,"Nairobi, Kenya",4WD,27000,white,330000,2023,400,Petrol,2400,148,11,Automatic,10,13,available,Available,Excellent
7573,Crown,Toyota,Automobile,Toyota Crown,2299000,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,69362,white,84000,2015,221,Petrol Hybrid,2500,220,6,Automatic,10,12,available,Available,Very Good
7572,Tiguan,Volkswagen,Automobile,Volkswagen Tiguan,1850000,SUV,Kenyan Used,"Nairobi, Kenya",2WD,56909,Silver,74000,2012,280,Petrol,2000,197,8,Automatic,10,12,available,Available,Very Good
7571,X3,Bmw,Automobile,BMW X3,570000,SUV,Kenyan Used,"Nairobi, Kenya",4WD,145000,Black,30000,2004,290,Petrol,3000,225,8.1,Automatic,9,12,available,Available,Average
7570,Range Rover Vogue,Land rover,Automobile,Range Rover Vogue,7990000,SUV,Kenyan Used,"Nairobi, Kenya",4WD,154307,,316000,2014,700,Diesel,4400,335,5.1,Automatic,8,11,sell_on_behalf,Available,Excellent
7569,Pajero,Mitsubishi,Automobile,Mitsubishi Pajero Shogun,1499000,SUV,Kenyan Used,"Nairobi, Kenya",2WD,153000,,60000,2006,381,Diesel,3000,158,11,Automatic,9,12,sell_on_behalf,Available,Average
7568,Crown,Toyota,Automobile,Toyota Crown,1450000,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,164009,Black,58000,2011,236,Petrol,2500,211,8,Automatic,9,11,available,Available,Excellent
7567,Patrol,Nissan,Automobile,Nissan Patrol,2100000,SUV,Kenyan Used,"Nairobi, Kenya",4WD,146000,silver,84000,2005,354,Diesel,2953,158,10.5,Automatic,9,12,sell_on_behalf,Available,Very Good
7566,ML350,Mercedes,Automobile,Mercedes ML350,3800000,SUV,Kenyan Used,"Nairobi, Kenya",2WD,157884,White,152000,2013,620,Petrol,3000,254,8,Automatic,9,11,sell_on_behalf,Available,Excellent
7565,Landcruiser 200 series,Toyota,Automobile,Toyota Landcruiser 200 series,6990000,SUV,Kenyan Used,"Nairobi, Kenya",2WD,146000,,276000,2010,650,Diesel,4600,268,8,Automatic,9,11,sell_on_behalf,Available,Very Good
7564,Mark X,Toyota,Automobile,Toyota Mark X,550000,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,170550,Black,20000,2007,236,Petrol,2500,211,7.8,Automatic,9,11,available,Available,Excellent
7563,Sharan,Volkswagen,Automobile,Volkswagen Sharan,1840000,Van,Kenyan Used,Nairobi Kenya,2WD,120533,black,74000,2014,170,Petrol,1400,148,8,Automatic,14,16,sell_on_behalf,Available,Very Good
7562,Demio,Mazda,Automobile,Mazda Demio,1350000,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,88867,black,54000,2015,113,Petrol,1300,83,11,Automatic,13,17,sell_on_behalf,Available,Excellent
7561,Fielder,Toyota,Automobile,Toyota Fielder,1450000,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,78399,silver,58000,2014,145,Petrol,1500,110,12,Automatic,15,17,sell_on_behalf,Available,Very Good
7560,Civic,Honda,Automobile,Honda civic,550000,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,136920,Black,22000,2008,166,Petrol Hybrid,1339,113,13.4,Automatic,18,25,sell_on_behalf,Available,Average
7558,C220,Mercedes,Automobile,Mercedes C220,3899000,Saloon,Foreign Used,Nairobi Kenya,2WD,61358,white,156000,2017,400,Petrol,2143,170,7.3,Automatic,14,20,sell_on_behalf,Available,Excellent
7557,X1,Bmw,Automobile,BMW X1,1999000,SUV,Kenyan Used,Nairobi Kenya,2WD,73000,,82000,2015,270,Petrol,2000,184,8,Automatic,11,13,sell_on_behalf,Available,Very Good
7556,G350,Mercedes,Automobile,Mercedes G350D,10990000,SUV,Kenyan Used,"Nairobi, Kenya",4WD,117675,Grey,440000,2016,600,Diesel,3000,286,8.8,Automatic,9,12,available,Available,Very Good
7555,Fit,Honda,Automobile,Honda fit hybrid,690000,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,199390,Blue,28000,2012,144,Petrol,1339,117,11.9,Automatic,20,27,available,Available,Average
7554,Vitz,Toyota,Automobile,Toyota Vitz,899000,Hatchback,Kenyan Used,Nairobi Kenya,2WD,76365,,36000,2015,85,Petrol,990,70,13,Automatic,16,18,sell_on_behalf,Available,Very Good
7553,Impreza,Subaru,Automobile,Subaru impreza,920000,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,143279,White,32800,2008,144,Petrol,1500,107,10,Automatic,12,15,sell_on_behalf,Available,Very Good
7552,Mark X,Toyota,Automobile,Toyota Mark X,1130000,Saloon,Kenyan Used,Nairobi,2WD,164913,Black,45000,2009,243,Petrol,2500,200,8,Automatic,9,12,sell_on_behalf,Available,Very Good
7551,C200,Mercedes,Automobile,Mercedes C200,1850000,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,143000,Red,60000,2010,270,Petrol,1796,189,7.5,Automatic,11,13,sell_on_behalf,Available,Very Good
7549,Harrier,Toyota,Automobile,Toyota Harrier,3499000,SUV,Foreign Used,Nairobi,2WD,62945,Pearl white,124000,2018,193,Petrol,1990,149,7.5,Automatic,12,15,sell_on_behalf,Available,Excellent
7548,Crown,Toyota,Automobile,Toyota Crown Athlete,1099999,Saloon,Kenyan Used,Nairobi,AWD,140966,White,44000,2008,250,Petrol,2500,203,8.5,Automatic,9,12,sell_on_behalf,Available,Very Good
7547,Vanguard,Toyota,Automobile,Toyota Vanguard,1649999,SUV,Kenyan Used,Nairobi,AWD,154364,Black,66000,2013,224,Petrol,2400,170,10.5,Automatic,9,12,sell_on_behalf,Available,Very Good
7546,Kluger,Toyota,Automobile,Toyota Kluger,779999,SUV,Kenyan Used,Nairobi,4WD,134980,Black,31200,2005,224,Petrol,2400,160,,Automatic,9,12,sell_on_behalf,Available,Average
7545,Q5,Audi,Automobile,Audi Q5,3749999,SUV,Kenyan Used,Nairobi,AWD,113001,White,150000,2016,350,Petrol,2000,220,7.1,Automatic,12,14,sell_on_behalf,Available,Very Good
7544,Impreza,Subaru,Automobile,Subaru Impreza,349999,Hatchback,Kenyan Used,Nairobi,AWD,172058,,14000,2005,142,Petrol,1500,100,,Automatic,,,sell_on_behalf,Available,Below Average
7543,Golf TSI,Volkswagen,Automobile,Volkswagen Golf TSI,1199999,Hatchback,Kenyan Used,Nairobi,2WD,109136,Silver,48000,2014,160,Petrol,1200,85,12,Automatic,,,sell_on_behalf,Available,Very Good
7542,Mark X,Toyota,Automobile,Toyota Mark X,1749999,Saloon,Kenyan Used,Nairobi,2WD,84660,Silver,70000,2016,243,Petrol,2500,203,8.5,Automatic,8.5,12,sell_on_behalf,Available,Very Good
7541,Vitz,Toyota,Automobile,Toyota Vitz,869999,Hatchback,Kenyan Used,Nairobi,2WD,125932,Silver,32000,2014,120,Petrol,1300,95,11,Automatic,17,20,sell_on_behalf,Available,Very Good
7540,Golf Variant,Volkswagen,Automobile,Volkswagen Golf Variant,949999,Station Wagon,Kenyan Used,Nairobi,2WD,123709,White,38000,2011,200,Petrol,1400,125,8.5,Automatic,18,21,sell_on_behalf,Available,Very Good
7539,Harrier,Toyota,Automobile,Toyota Harrier,2849999,SUV,Kenyan Used,Nairobi,2WD,91421,Black,114000,2014,193,Petrol,2000,151,7.5,Automatic,12,15,sell_on_behalf,Available,Very Good
7538,Probox / Succeed,Toyota,Automobile,Toyota Probox,489999,Station Wagon,Kenyan Used,Nairobi,2WD,102009,White,19600,2012,134,Petrol,1500,94,13,Manual,15,13,sell_on_behalf,Sold,Average
7537,E250,Mercedes,Automobile,Mercedes Benz E250,3149999,Saloon,Kenyan Used,Nairobi,AWD,100000,Silver,126000,2015,500,Diesel,2200,204,7.5,Automatic,15,18,sell_on_behalf,Available,
7536,Demio,Mazda,Automobile,Mazda Demio,719999,Hatchback,Kenyan Used,Nairobi,2WD,100000,White,28800,2013,116,Petrol,1300,84,10.5,Automatic,20,18,sell_on_behalf,Available,Average
7535,Fit,Honda,Automobile,Honda Fit,699999,Hatchback,Kenyan Used,Nairobi,2WD,100000,White,28000,2010,127,Petrol,1300,99,11,Automatic,19,17,sell_on_behalf,Available,Average
7534,Cayenne,Porsche,Automobile,Porsche Cayenne GTS,14659000,SUV,Foreign Used,Japan,AWD,21000,White,586000,2020,620,Petrol,4000,453,4.5,Automatic,7,9,direct_import_stock,Available,Excellent
7533,Rush,Toyota,Automobile,Toyota Rush,2849999,SUV,Kenyan Used,Nairobi,4WD,38100,White,108000,2019,136,Petrol,1500,103,13.5,Automatic,12,16,sell_on_behalf,Available,Very Good
7532,Cx5,Mazda,Automobile,Mazda CX5,2149999,SUV,Kenyan Used,Nairobi,2WD,107776,White,86000,2015,210,Petrol,2000,162,10,Automatic,12,16,sell_on_behalf,Available,Very Good
7531,116i,Bmw,Automobile,BMW 116i,1449999,Hatchback,Kenyan Used,Nairobi,2WD,69479,Black,57999,2014,220,Petrol,1600,136,9,Automatic,10,14,sell_on_behalf,Available,Very Good
7530,Demio,Mazda,Automobile,Mazda Demio,589999,Hatchback,Kenyan Used,Nairobi,2WD,172500,Silver,23600,2011,120,Petrol,1300,84,,Automatic,,,sell_on_behalf,Available,Average
7529,Xtrail,Nissan,Automobile,Nissan Xtrail,1649999,SUV,Foreign Used,Nairobi,2WD,147613,Black,66000,2015,200,Petrol,2000,141,10.5,Automatic,9,12,sell_on_behalf,Sold,Very Good
7528,Hiace,Toyota,Automobile,Toyota Hiace,3788000,Van,Foreign Used,Japan,2WD,88000,Black,151520,2018,182,Petrol,2000,134,15,Automatic,9,12,direct_import_stock,Available,Excellent
7527,NX200T,Lexus,Automobile,Lexus NX200t,4720000,SUV,Foreign Used,Japan,AWD,35000,Black,188800,2018,350,Petrol,2000,235,7.2,Automatic,10,13,direct_import_stock,Available,Excellent
7526,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,2999999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,137000,White,120000,2010,267,Petrol,2700,163,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7525,Forester XT,Subaru,Automobile,Subaru Forester XT,949999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,195000,Blue,38000,2003,320,Petrol,2000,220,7,Manual,9,11,sell_on_behalf,Available,Very Good
7524,Landcruiser 80 Series,Toyota,Automobile,Toyota Landcruiser 80 Series,2549999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,241000,Black,102000,1993,361,Diesel,4200,168,16,Automatic,8,10,sell_on_behalf,Available,Very Good
7523,Fielder,Toyota,Automobile,Toyota Fielder,1849999,Station Wagon,Foreign Used,"Nairobi, Kenya",2WD,131000,Silver,74000,2017,165,Petrol Hybrid,1500,130,10,Automatic,18,20,available,Available,Excellent
7522,Vezel,Honda,Automobile,Honda Vezel,2399999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,125000,Grey,96000,2017,165,Petrol Hybrid,1500,130,8.5,Automatic,18,20,sell_on_behalf,Available,Very Good
7521,E250,Mercedes,Automobile,Mercedes Benz E250,4999999,Saloon,Foreign Used,"Nairobi, Kenya",2WD,109000,White,208000,2016,350,Petrol,2000,211,7.6,Automatic,11,13,sell_on_behalf,Available,Very Good
7519,Noah,Toyota,Automobile,Toyota Noah,789999,Van,Kenyan Used,"Nairobi, Kenya",2WD,236000,Silver,31600,2008,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7518,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,5499999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,171000,Black,220000,2017,450,Diesel,2800,174,8,Automatic,10,12,sell_on_behalf,Available,Excellent
7517,Forester XT,Subaru,Automobile,Subaru Forester XT,749999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,198000,Blue,30000,2003,300,Petrol,2000,200,7.7,Automatic,9,11,sell_on_behalf,Available,Very Good
7516,Note,Nissan,Automobile,Nissan Note,1249999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,135000,White,50000,2017,94,Petrol,1200,78,13,Automatic,16,18,available,Available,Excellent
7513,Forester XT,Subaru,Automobile,Subaru Forester XT,1599999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,197000,White,64000,2013,350,Petrol,2000,250,7.2,Automatic,10,12,sell_on_behalf,Sold,Very Good
7511,XC60,Volvo,Automobile,Volvo XC60,1999999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,136000,White,80000,2015,320,Petrol,2000,240,7.9,Automatic,10,12,sell_on_behalf,Available,Very Good
7510,C200,Mercedes,Automobile,Mercedes Benz C200,1399999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,177000,Black,56000,2008,270,Petrol,2000,181,8.2,Automatic,10,12,sell_on_behalf,Available,Very Good
7509,Harrier,Toyota,Automobile,Toyota Harrier,949999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,190000,Black,38000,2006,223,Petrol,2400,168,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7508,Vanette,Nissan,Automobile,Nissan Venette,449999,Van,Kenyan Used,"Nairobi, Kenya",2WD,195000,White,18000,2005,175,Petrol,1800,135,13,Automatic,13,15,sell_on_behalf,Sold,Very Good
7507,Vitz,Toyota,Automobile,Toyota Vitz,879999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,127000,Silver,35200,2013,123,Petrol,1300,100,14,Automatic,17,19,sell_on_behalf,Available,Very Good
7506,Harrier,Toyota,Automobile,Toyota Harrier,3599999,SUV,Foreign Used,"Nairobi, Kenya",2WD,84000,White,144000,2017,195,Petrol,2000,155,12,Automatic,11,13,available,Available,Excellent
7505,Range Rover Vogue,Land rover,Automobile,Range Rover Vogue,12174000,SUV,Foreign Used,United Kingdom,AWD,48000,Black,486960,2018,600,Diesel,3000,258,7.9,Automatic,9.5,12.6,direct_import_stock,Available,Excellent
7504,Xtrail,Nissan,Automobile,Nissan Xtrail,2569000,SUV,Foreign Used,Japan,2WD,68000,Black,102760,2018,200,Petrol,2000,144,11,Automatic,11,13,direct_import_stock,Available,Excellent
7503,Discovery V,Land rover,Automobile,Landrover Discovery V,9797500,SUV,Foreign Used,United Kingdom,AWD,49000,Silver,391900,2018,600,Diesel,3000,254,8.1,Automatic,7.5,10,direct_import_stock,Available,Excellent
7502,Flying spur,Bentley,Automobile,Bentley Flying Spur,34098215,Saloon,Foreign Used,United Kingdom,AWD,31000,Cream,1363928,2020,900,Petrol,6000,635,3.8,Automatic,4,7.5,direct_import_stock,Available,Excellent
7501,TT,Audi,Automobile,Audi TT RS,8889000,Coupe,Foreign Used,United Kingdom,AWD,47000,Orange,355560,2018,480,Petrol,2500,400,3.7,Automatic,8.5,12.5,direct_import_stock,Available,Excellent
7500,Range Rover Sport,Land rover,Automobile,Range Rover Sport,12099999,SUV,Foreign Used,United Kingdom,AWD,67000,Grey,484000,2018,700,Petrol,3000,306,7.1,Automatic,12,14,direct_import_stock,Available,Excellent
7499,Crown,Toyota,Automobile,Toyota Crown,10472000,Station Wagon,Foreign Used,Japan,AWD,1000,White,418880,2024,377,Petrol Hybrid,2500,220,8.5,Automatic,22,24,direct_import_stock,Available,Excellent
7498,Harrier,Toyota,Automobile,Toyota Harrier,4099999,SUV,Foreign Used,"Nairobi, Kenya",2WD,83000,Black,164000,2017,350,Petrol,2000,231,7.3,Automatic,11,13,available,Available,Excellent
7497,Mazda CX5 25S L package,Mazda,Automobile,Mazda CX5,4244000,SUV,Foreign Used,Japan,AWD,44000,Maroon,169760,2019,420,Petrol,2500,230,7.5,Automatic,9.5,13,direct_import_stock,Available,Excellent
7496,Range Rover Velar,Land rover,Automobile,Range Rover Velar,10060000,SUV,Foreign Used,United Kingdom,AWD,53000,Grey,402400,2018,700,Diesel,3000,350,6.5,Automatic,10,13,direct_import_stock,Available,Excellent
7495,Fielder,Toyota,Automobile,Toyota Fielder,1499999,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,126000,Silver,60000,2015,145,Petrol,1500,110,12,Automatic,15,17,sell_on_behalf,Available,Very Good
7494,CX8,Mazda,Automobile,Mazda CX8,4049999,SUV,Foreign Used,"Nairobi, Kenya",AWD,119000,Gray,160000,2017,420,Diesel,2200,178,7.8,Automatic,14,16,available,Available,Excellent
7493,Juke,Nissan,Automobile,Nissan Juke,949999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,214000,Black,38000,2012,195,Petrol,1500,110,12,Automatic,16,18,sell_on_behalf,Available,Very Good
7492,Stream,Honda,Automobile,Honda Stream,749999,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,88000,Grey,32000,2010,198,Petrol,1800,156,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7491,Demio,Mazda,Automobile,Mazda Demio,1399999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,150000,Brown,58000,2017,230,Diesel,1500,108,8.2,Automatic,16,18,available,Available,Excellent
7490,Forester,Subaru,Automobile,Subaru Forester,1549999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,96000,Black,62000,2009,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7489,Axio,Toyota,Automobile,Toyota Axio,899999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,185000,Silver,36000,2012,145,Petrol,1500,110,11,Automatic,16,18,sell_on_behalf,Available,Very Good
7488,Isis,Toyota,Automobile,Toyota Isis,599999,Van,Kenyan Used,"Nairobi, Kenya",2WD,221000,Green,24000,2010,173,Petrol,1800,143,12,Automatic,13,15,sell_on_behalf,Available,Very Good
7486,Forester,Subaru,Automobile,Subaru Forester,1699999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,197000,Blue,68000,2013,195,Petrol,2000,155,10,Automatic,11,13,sell_on_behalf,Available,Very Good
7485,Odyssey,Honda,Automobile,Honda Odyssey,1999999,Van,Kenyan Used,"Nairobi, Kenya",2WD,130000,Black,80000,2017,315,Petrol Hybrid,2000,184,9,Automatic,24,26,available,Available,Excellent
7484,Demio,Mazda,Automobile,Mazda Demio,1409999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,105000,Blue,57000,2017,230,Diesel,1500,108,8.2,Automatic,16,18,available,Available,Excellent
7483,Pajero,Mitsubishi,Automobile,Mitsubishi Pajero,1199999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,216000,Silver,48000,2006,245,Petrol,3000,178,10,Automatic,8,10,sell_on_behalf,Available,Very Good
7482,Legacy,Subaru,Automobile,Subaru Legacy,1399999,Station Wagon,Kenyan Used,"Nairobi, Kenya",AWD,157000,White,56000,2013,235,Petrol,2500,176,8,Automatic,9,11,sell_on_behalf,Available,Very Good
7481,B180,Mercedes,Automobile,Mercedes Benz B180,1399999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,118000,Red,56000,2013,200,Petrol,1600,120,8.5,Automatic,15,17,sell_on_behalf,Available,Very Good
7480,GLA45,Mercedes,Automobile,Mercedes Benz GLA45 AMG,5399999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,59000,Silver,216000,2016,475,Petrol,2000,252,4.8,Automatic,10,12,available,Available,Very Good
7479,A7,Audi,Automobile,Audi A7,4599999,Saloon,Foreign Used,"Nairobi, Kenya",AWD,136000,White,184000,2017,370,Petrol,2000,250,6.8,Automatic,11,13,available,Available,Excellent
7478,Beetle,Volkswagen,Automobile,Volkswagen Beetle,1679999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,86000,Black,67200,2017,130,Petrol,1200,110,11,Automatic,16,18,available,Available,Excellent
7477,Wingroad,Nissan,Automobile,Nissan Wingroad,629999,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,187000,Grey,26000,2009,145,Petrol,1500,110,11,Automatic,15,17,sell_on_behalf,Available,Very Good
7476,Cayenne,Porsche,Automobile,Porsche Cayenne,6449999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,53000,Brown,258000,2016,400,Petrol,3600,300,6.8,Automatic,9,11,sell_on_behalf,Available,Very Good
7475,Levorg,Subaru,Automobile,Subaru Levorg,2682000,Hatchback,Foreign Used,Japan,AWD,62000,White,107280,2018,250,Petrol,1600,170,9,Automatic,11.5,15,direct_import_stock,Available,Excellent
7474,LX 600,Lexus,Automobile,Lexus LX 600,25900000,SUV,Foreign Used,Japan,4WD,30000,White,1036000,2022,650,Petrol,3500,409,6.8,Automatic,7.5,10,direct_import_stock,Available,Excellent
7473,Note,Nissan,Automobile,Nissan Note,749999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,192000,Silver,30000,2014,147,Petrol,1200,94,12,Automatic,16,18,sell_on_behalf,Available,Very Good
7470,GTR,Nissan,Automobile,Nissan GTR,17300000,Coupe,Foreign Used,Japan,AWD,50000,White,692000,2020,633,Petrol,3800,565,2.9,Automatic,7.5,10,direct_import_stock,Available,Excellent
7469,RX450h,Lexus,Automobile,Lexus RX450h,1799999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,188000,White,72000,2009,350,Petrol Hybrid,3500,327,9,Automatic,13,15,sell_on_behalf,Available,Very Good
7468,NX200T,Lexus,Automobile,Lexus NX200t,4600000,SUV,Foreign Used,Japan,2WD,27000,Red,184000,2018,350,Petrol,2000,235,7.2,Automatic,10,13,direct_import_stock,Available,Excellent
7467,Note,Nissan,Automobile,NissanNote,1349999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,53000,Silver,54000,2017,147,Petrol,1200,97,12,Automatic,16,18,available,Available,Excellent
7465,X5,Bmw,Automobile,BMW X5,8130000,SUV,Foreign Used,Japan,AWD,46000,White,325200,2019,620,Diesel,3000,265,6.5,Automatic,11,14,direct_import_stock,Available,Excellent
7464,A5,Audi,Automobile,Audi A5,4300000,Coupe,Foreign Used,Japan,AWD,37000,White,172000,2018,370,Petrol,2000,252,6,Automatic,11,14,direct_import_stock,Available,Excellent
7463,530i,Bmw,Automobile,BMW 530i,4770866,Saloon,Foreign Used,Japan,AWD,74000,Black,190820,2018,350,Petrol,2000,252,6.2,Automatic,12,14,direct_import_stock,Available,Excellent
7462,E200,Mercedes,Automobile,Mercedes Benz E200,5680000,Coupe,Foreign Used,Japan,2WD,48000,Wine Red,227200,2018,300,Petrol,2000,184,8,Automatic,12,15,direct_import_stock,Available,Excellent
7461,Range Rover Vogue,Land rover,Automobile,Range Rover Vogue,11618000,SUV,Foreign Used,Japan,AWD,45000,Black,464720,2018,600,Diesel,3000,258,8,Automatic,9,13,direct_import_stock,Available,Excellent
7460,Cx5,Mazda,Automobile,Mazda CX5,3060000,SUV,Foreign Used,Japan,AWD,71000,Wine Red,122400,2018,420,Diesel,2200,175,9.5,Automatic,13,15,direct_import_stock,Available,Excellent
7459,XC60,Volvo,Automobile,Volvo XC60,5080000,SUV,Foreign Used,Japan,AWD,71000,Grey,203200,2018,350,Petrol,2000,250,6.9,Automatic,11,14,direct_import_stock,Available,Excellent
7458,Cx5,Mazda,Automobile,Mazda CX5,2299999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,82000,Silver,92000,2016,195,Petrol,2000,155,10,Automatic,11,13,sell_on_behalf,Available,Very Good
7457,Vanguard,Toyota,Automobile,Toyota Vanguard,1769999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,120000,White,70800,2012,250,Petrol,2400,176,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7456,Airtrek,Mitsubishi,Automobile,Mitsubishi Airtrek,369999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,241000,Black,14000,2002,206,Petrol,2400,140,11,Automatic,9,11,sell_on_behalf,Sold,Very Good
7455,LX 600,Lexus,Automobile,Lexus LX600,26681500,SUV,Foreign Used,Japan,4WD,6000,Grey,1067260,2023,650,Petrol,3500,409,7,Automatic,7,9,direct_import_stock,Available,Excellent
7453,Grand cherokee,Jeep,Automobile,Jeep Grand Cherokee,1899999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,178000,Silver,252000,2012,550,Diesel,3000,241,8.2,Automatic,10,12,sell_on_behalf,Available,Very Good
7452,Q5,Audi,Automobile,Audi Q5,4099999,SUV,Foreign Used,"Nairobi, Kenya",AWD,59000,White,164000,2017,350,Petrol,2000,220,7.2,Automatic,10,12,available,Available,Excellent
7451,Impreza,Subaru,Automobile,Subaru Impreza,1749999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,106000,Silver,70000,2017,156,Petrol,1600,120,12,Automatic,15,17,sell_on_behalf,Available,Very Good
7450,N Wagon,Honda,Automobile,Honda N Wagon,879999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,174000,Silver,35200,2017,65,Petrol,660,58,13,Automatic,24,26,available,Available,Excellent
7449,Juke,Nissan,Automobile,Nissan Juke,1099999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,125000,Red,44000,2012,185,Petrol,1500,110,12,Automatic,14,16,sell_on_behalf,Available,Very Good
7448,Ranger,Ford,Automobile,Ford Ranger,2199999,Pickup,Kenyan Used,"Nairobi, Kenya",2WD,88000,Brown,88000,2018,385,Diesel,2200,158,12,Manual,13,15,sell_on_behalf,Available,Very Good
7447,Impreza,Subaru,Automobile,Subaru Impreza,929999,Saloon,Kenyan Used,"Nairobi, Kenya",AWD,128000,Silver,37200,2013,195,Petrol,2000,155,10,Automatic,11,13,sell_on_behalf,Available,Very Good
7446,Note,Nissan,Automobile,Nissan Note,1199999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,47000,Silver,48000,2017,94,Petrol,1200,78,13,Automatic,16,18,available,Available,Excellent
7445,Colt,Mitsubishi,Automobile,Mitsubishi Colt,769999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,175000,Black,30800,2009,145,Petrol,1500,110,11,Automatic,14,16,sell_on_behalf,Available,Very Good
7444,F type,Jaguar,Automobile,Jaguar F type SVR,17670000,Convertible,Foreign Used,United Kingdom,AWD,29000,Grey,706800,2018,700,Petrol,5000,575,3.7,Automatic,4.5,8,direct_import_stock,Available,Excellent
