id,model_name,make_name,vehicle_type,name,price,body_type,source,current_location,drive,mileage,color,annual_insurance,year_of_manufacture,torque,fuel_type,engine_size,horse_power,acceleration,transmission,urban_consumption,highway_consumption,availability,purchase_status,condition
6008,E43,Mercedes,Automobile,Mercedes Benz AMG E43,8383000,Saloon,Foreign Used,United Kingdom,AWD,59000,Black,334120,2018,520,Petrol,3000,396,4.6,Automatic,10,12,direct_import_stock,Available,Excellent
6007,Cayenne,Porsche,Automobile,Porsche Cayenne,10812950,SUV,Foreign Used,Japan,AWD,42000,Grey,432520,2019,450,Petrol,3000,335,6.5,Automatic,10,12,direct_import_stock,Available,Excellent
6006,Range Rover Evoque,Land rover,Automobile,Range Rover Evoque,5450000,SUV,Foreign Used,Japan,4WD,22000,Blue,218000,2017,350,Petrol,2000,237,7.8,Automatic,10,12,direct_import_stock,Available,Excellent
6005,SQ5,Audi,Automobile,Audi SQ5,6352000,SUV,Foreign Used,Japan,AWD,85000,Grey,265000,2019,500,Petrol,3000,354,7,Automatic,9,11,direct_import_stock,Available,Excellent
6004,Hiace,Toyota,Automobile,Toyota Hiace,3358980,Van,Foreign Used,Japan,2WD,92000,White,3358980,2017,196,Petrol,2000,155,10,Automatic,10,12,direct_import_stock,Available,Excellent
6003,Pajero,Mitsubishi,Automobile,Mitsubishi Pajero,6568000,SUV,Foreign Used,Japan,4WD,32000,Silver,264000,2018,188,Diesel,3200,441,8,Automatic,9,11,direct_import_stock,Available,Excellent
6002,3008,Peugeot,Automobile,Peugeot  3008,3399999,SUV,Foreign Used,Japan,2WD,55000,White,136000,2017,240,Petrol,1600,154,7.5,Automatic,14,16,direct_import_stock,Available,Excellent
6001,Arteon,Volkswagen,Automobile,Volkswagen Arteon,4932000,Saloon,Foreign Used,Japan,AWD,28000,White,197280,2018,350,Petrol,2000,280,6.8,Automatic,10,12,direct_import_stock,Available,Excellent
6000,A6,Audi,Automobile,Audi A6,4454400,Saloon,Foreign Used,Japan,AWD,3500,Black,178176,2018,350,Petrol,2000,220,7,Automatic,10,12,direct_import_stock,Available,Excellent
5999,cx8,Mazda,Automobile,Mazda CX8,4044000,SUV,Foreign Used,Japan,2WD,94000,White,161760,2017,450,Diesel,2200,190,7,Automatic,11,13,direct_import_stock,Available,Excellent
5998,Forester,Subaru,Automobile,Subaru Forester,3929999,SUV,Foreign Used,Japan,AWD,51000,Black,157200,2018,198,Petrol,2000,150,8,Automatic,12,14,direct_import_stock,Available,Excellent
5997,Macan,Porsche,Automobile,Porsche Macan GTS,8407600,SUV,Foreign Used,Japan,AWD,16000,White,336304,2017,500,Petrol,3000,360,4.8,Automatic,9,11,direct_import_stock,Available,Excellent
5996,A7,Audi,Automobile,Audi A7,5519999,Saloon,Foreign Used,Japan,AWD,34000,White,220800,2017,440,Petrol,3000,333,6.5,Automatic,8,10,direct_import_stock,Available,Excellent
5995,A8,Audi,Automobile,Audi A8,10139499,Saloon,Foreign Used,United Kingdom,AWD,42000,Blue,405580,2019,600,Diesel,3000,286,5.9,Automatic,14,16,direct_import_stock,Available,Excellent
5994,XC60,Volvo,Automobile,Volvo XC60,6149999,SUV,Foreign Used,Japan,AWD,25000,White,246000,2018,400,Petrol,2000,316,5.9,Automatic,10,12,direct_import_stock,Available,Excellent
5993,X3,Bmw,Automobile,BMW X3,4449999,SUV,Foreign Used,Japan,AWD,81000,White,177999,2017,400,Diesel,2000,190,7,Automatic,13,15,direct_import_stock,Available,Excellent
5992,Q3,Audi,Automobile,Audi Q3,3449999,SUV,Foreign Used,Japan,AWD,82000,White,138000,2017,280,Petrol,2000,197,7.7,Automatic,11,13,direct_import_stock,Available,Excellent
5990,530i,Bmw,Automobile,BMW 530I,4599999,Saloon,Foreign Used,"Nairobi, Kenya",2WD,44000,Black,184000,2017,350,Petrol,2000,248,6.2,Automatic,10,12,available,Available,Excellent
5989,Caldina,Toyota,Automobile,Toyota Caldina,699999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,141000,Silver,28000,2003,196,Petrol,2000,153,10,Automatic,10,12,sell_on_behalf,Available,Very Good
5988,E300,Mercedes,Automobile,Mercedes Benz E300,2149999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,90000,White,86000,2010,300,Petrol,3000,228,7.4,Automatic,8,10,sell_on_behalf,Available,Excellent
5986,Xtrail,Nissan,Automobile,Nissan Xtrail,2449999,SUV,Foreign Used,"Nairobi, Kenya",2WD,117000,Red,98000,2017,190,Petrol,2000,149,8,Automatic,11,13,available,Available,Excellent
5984,911,Porsche,Automobile,Porsche 911 GT3,35183130,Coupe,Foreign Used,United Kingdom,2WD,5080,Grey,1407325,2021,470,Petrol,4000,502,3.4,Automatic,7,9,direct_import_stock,Available,Excellent
5983,Rav4,Toyota,Automobile,Toyota Rav4,4099999,SUV,Foreign Used,Japan,4WD,122000,Black,164000,2017,195,Petrol,2000,155,8,Automatic,10,12,direct_import_stock,Available,Excellent
5982,NX300,Lexus,Automobile,Lexus NX300H,4764999,SUV,Kenyan Used,Japan,2WD,101000,Grey,190600,2017,210,Petrol Hybrid,2500,195,9.2,Automatic,15,17,direct_import_stock,Available,Excellent
5981,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,11747999,SUV,Foreign Used,Japan,4WD,18000,Black,117480,2022,450,Diesel,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5980,LX 600,Lexus,Automobile,Lexus LX600,25495600,SUV,Foreign Used,Japan,4WD,8000,Grey,1019824,2021,650,Petrol,3500,410,7,Automatic,9,11,direct_import_stock,Available,Excellent
5979,Vezel,Honda,Automobile,Honda Vezel,2749999,SUV,Foreign Used,"Nairobi, Kenya",AWD,114000,White,108000,2017,165,Petrol Hybrid,1500,134,8,Automatic,32,34,available,Available,Excellent
5978,S63,Mercedes,Automobile,Mercedes-Benz AMG S63L,16585027,Saloon,Foreign Used,United Kingdom,AWD,61000,Black,663402,2018,900,Petrol,4000,604,3.4,Automatic,8,10,direct_import_stock,Available,Excellent
5977,Hilux,Toyota,Automobile,Toyota Hilux,1799999,Double Cab,Kenyan Used,"Nairobi, Kenya",4WD,281000,White,72000,2011,343,Diesel,2500,144,8,Automatic,10,12,sell_on_behalf,Available,Very Good
5976,Demio,Mazda,Automobile,Mazda Demio,1330000,Hatchback,Foreign Used,Japan,2WD,41000,Silver,53200,2017,102,Petrol,1300,94,10,Automatic,16,18,direct_import_stock,Available,Excellent
5975,Forester,Subaru,Automobile,Subaru Forester,3456897,SUV,Foreign Used,Japan,AWD,65000,Black,138276,2018,196,Petrol,2000,154,8,Automatic,10,12,direct_import_stock,Available,Excellent
5974,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,10964088,SUV,Foreign Used,Japan,4WD,36000,White,438563,2021,450,Diesel,2800,174,7,Automatic,9,11,direct_import_stock,Available,Excellent
5973,X5,Bmw,Automobile,BMW X5,6103999,SUV,Foreign Used,Japan,AWD,67000,White,244160,2017,560,Diesel,3000,255,7,Automatic,10,12,direct_import_stock,Available,Excellent
5972,Range Rover Sport,Land rover,Automobile,Range Rover Sport,14411000,SUV,Foreign Used,Japan,4WD,33000,Blue,576400,2018,680,Petrol,5000,550,5,Automatic,8,10,direct_import_stock,Available,Excellent
5971,Outlander,Mitsubishi,Automobile,Mitsubishi Outlander,3399999,SUV,Foreign Used,Japan,4WD,79000,Red,136000,2017,196,Petrol Hybrid,2000,166,8,Automatic,56,59,direct_import_stock,Available,Excellent
5970,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,9289391,SUV,Foreign Used,Japan,4WD,27000,White,371576,2018,450,Diesel,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5969,Atenza,Mazda,Automobile,Mazda Atenza,2593999,Station Wagon,Foreign Used,Japan,2WD,73000,Red,104000,2017,420,Diesel,2200,173,7,Automatic,13,15,direct_import_stock,Available,Excellent
5968,XC90,Volvo,Automobile,Volvo XC90 D5,7429999,SUV,Foreign Used,Japan,AWD,45000,Black,298000,2019,480,Diesel,2000,232,8,Automatic,10,12,direct_import_stock,Available,Excellent
5967,A4,Audi,Automobile,Audi A4 Allroad,3558000,Station Wagon,Foreign Used,Japan,AWD,117000,White,142320,2017,370,Petrol,2000,252,6,Automatic,10,12,direct_import_stock,Available,Excellent
5966,Golf TSI,Volkswagen,Automobile,Volkswagen Golf TSI,2399999,Hatchback,Foreign Used,Japan,2WD,71000,Black,96000,2017,250,Petrol,1400,150,8,Automatic,15,17,direct_import_stock,Available,Excellent
5965,Cx3,Mazda,Automobile,Mazda CX3,2166000,Hatchback,Foreign Used,Japan,2WD,78000,Black,86640,2017,270,Diesel,1500,103,8,Automatic,13,15,direct_import_stock,Available,Excellent
5964,Impreza,Subaru,Automobile,Subaru Impreza,1987000,Hatchback,Foreign Used,Japan,2WD,124000,White,79480,2017,170,Petrol,1600,125,9,Automatic,12,14,direct_import_stock,Available,Excellent
5963,Xtrail,Nissan,Automobile,Nissan Xtrail,3499999,SUV,Foreign Used,Japan,4WD,69000,White,140000,2017,190,Petrol,2000,155,9,Automatic,10,12,direct_import_stock,Available,Excellent
5962,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,9120565,SUV,Foreign Used,Japan,4WD,34000,White,365000,2019,450,Diesel,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5961,C43,Mercedes,Automobile,Mercedes-Benz AMG C43,7764000,Saloon,Foreign Used,Japan,AWD,55000,Black,310560,2017,520,Petrol,3000,362,4.7,Automatic,10,12,direct_import_stock,Available,Excellent
5960,Cayenne,Porsche,Automobile,Porsche Cayenne Turbo,12613200,SUV,Foreign Used,Japan,AWD,57000,Black,504528,2019,770,Petrol,4000,541,3.9,Automatic,9,11,direct_import_stock,Available,Excellent
5959,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,8800565,SUV,Foreign Used,Japan,4WD,48000,Black,353000,2019,450,Diesel,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5958,Panamera,Porsche,Automobile,Porsche Panamera,11390999,Station Wagon,Foreign Used,Japan,AWD,32000,Grey,455640,2018,550,Petrol,2900,440,4.2,Automatic,10,12,direct_import_stock,Available,Excellent
5957,FJ Cruiser,Toyota,Automobile,Toyota FJ Cruiser,4849999,SUV,Foreign Used,Japan,4WD,53000,Black,193999,2017,380,Petrol,4000,276,8,Automatic,6,8,direct_import_stock,Available,Excellent
5956,Range Rover Velar,Land rover,Automobile,Range Rover Velar,8099999,SUV,Foreign Used,United Kingdom,AWD,71000,Grey,324000,2018,430,Diesel,2000,180,8,Automatic,11,13,direct_import_stock,Available,Excellent
5955,Harrier,Toyota,Automobile,Toyota Harrier,4385000,SUV,Foreign Used,Japan,2WD,65000,White,175400,2017,250,Petrol Hybrid,2500,225,8,Automatic,12,14,direct_import_stock,Available,Excellent
5954,Range Rover Vogue,Land rover,Automobile,Range Rover Vogue Autobiography,16099999,SUV,Foreign Used,United Kingdom,4WD,55000,Grey,644000,2018,750,Diesel,4400,335,7,Automatic,9,11,direct_import_stock,Available,Excellent
5953,RSQ8,Audi,Automobile,Audi RSQ8,21499999,SUV,Foreign Used,United Kingdom,AWD,59000,Black,860000,2020,800,Petrol,4000,590,3.8,Automatic,9,11,direct_import_stock,Available,Excellent
5952,Harrier,Toyota,Automobile,Toyota Harrier,3665000,SUV,Foreign Used,Japan,2WD,81000,White,146600,2017,195,Petrol,2000,155,8,Automatic,10,12,direct_import_stock,Available,Excellent
5951,Bentayga,Bentley,Automobile,Bentley Bentayga,28899999,SUV,Foreign Used,United Kingdom,AWD,23000,Red,1155999,2020,770,Petrol,4000,542,4.5,Automatic,9,11,direct_import_stock,Available,Excellent
5950,EK Wagon,Mitsubishi,Automobile,Mistubishi EK Wagon,879999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,173000,Silver,35200,2017,57,Petrol,660,49,12,Automatic,23,25,available,Available,Excellent
5949,Touran,Volkswagen,Automobile,Volkswagen Touran,1449999,Van,Kenyan Used,"Nairobi, Kenya",2WD,83000,Black,58000,2015,250,Petrol,1400,148,8,Automatic,14,16,sell_on_behalf,Available,Very Good
5948,Celica,Toyota,Automobile,Toyota Celica,579999,Coupe,Kenyan Used,"Nairobi, Kenya",2WD,216000,Red,23200,2005,170,Petrol,1800,130,10,Automatic,10,12,sell_on_behalf,Available,Excellent
5946,Xtrail,Nissan,Automobile,Nissan Xtrail,2399999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,42000,White,96000,2016,190,Petrol,2000,148,8,Automatic,10,12,sell_on_behalf,Reserved,Excellent
5945,Vanguard,Toyota,Automobile,Toyota Vanguard,1249999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,177000,Black,50000,2010,250,Petrol,2400,176,10,Automatic,10,12,sell_on_behalf,Available,Very Good
5941,Q2,Audi,Automobile,Audi Q2,3121999,Hatchback,Foreign Used,Japan,2WD,81000,Black,125000,2017,250,Petrol,1400,150,8,Automatic,14,16,direct_import_stock,Available,Excellent
5940,Forester XT,Subaru,Automobile,Subaru Forester XT,4359999,SUV,Foreign Used,Japan,AWD,46000,Black,175000,2018,350,Petrol,2000,250,6.7,Automatic,10,12,direct_import_stock,Available,Excellent
5939,Landcruiser 200 series,Toyota,Automobile,Toyota Landcruiser ZX,9961100,SUV,Foreign Used,Japan,4WD,51000,White,398444,2017,450,Petrol,4600,313,8,Automatic,6,8,direct_import_stock,Available,Excellent
5938,Outback,Subaru,Automobile,Subaru Outback,3279999,SUV,Foreign Used,Japan,AWD,122000,Brown,132000,2017,236,Petrol,2500,175,8,Automatic,10,12,direct_import_stock,Available,Excellent
5937,Vezel,Honda,Automobile,Honda Vezel,2699999,SUV,Foreign Used,Japan,2WD,76000,White,108000,2017,316,Petrol Hybrid,1500,162,8,Automatic,32,34,direct_import_stock,Available,Excellent
5936,Fortuner,Toyota,Automobile,Toyota Fortuner,4499999,SUV,Foreign Used,Thailand,4WD,69000,Black,180000,2017,400,Diesel,2400,148,7.5,Automatic,10,11,direct_import_stock,Available,Excellent
5935,Golf Variant,Volkswagen,Automobile,Volkswagen Golf Variant TSI,2149999,Station Wagon,Foreign Used,Japan,2WD,51000,Blue,86000,2017,200,Petrol,1200,122,8,Automatic,16,18,direct_import_stock,Available,Excellent
5934,Rav4,Toyota,Automobile,Toyota Rav4,4799999,SUV,Foreign Used,Japan,4WD,50000,White,192000,2019,280,Petrol Hybrid,2500,222,8,Automatic,13,15,direct_import_stock,Available,Excellent
5933,GLC,Mercedes,Automobile,Mercedes Benz GLC250,4979999,SUV,Foreign Used,Japan,AWD,81000,White,199200,2018,350,Petrol,2000,208,7.7,Automatic,10,12,direct_import_stock,Available,Excellent
5931,F pace,Jaguar,Automobile,Jaguar F Pace,7340400,SUV,Foreign Used,United Kingdom,AWD,75000,Black,293616,2017,430,Petrol,2000,177,8,Automatic,11,13,direct_import_stock,Available,Excellent
5930,Tiguan,Volkswagen,Automobile,Volkswagen Tiguan,3949999,SUV,Foreign Used,Japan,2WD,43000,Red,158000,2018,250,Petrol,1400,150,8,Automatic,14,16,direct_import_stock,Available,Excellent
5929,Cayman,Porsche,Automobile,Porsche Cayman,8135000,Coupe,Foreign Used,Japan,2WD,99000,White,325400,2017,380,Petrol,2000,300,4.9,Automatic,10,12,direct_import_stock,Available,Excellent
5928,Crown,Toyota,Automobile,Toyota Crown,2876999,Saloon,Foreign Used,Japan,2WD,108000,White,115080,2017,221,Petrol Hybrid,2500,223,8,Automatic,15,17,direct_import_stock,Available,Excellent
5927,Mark X,Toyota,Automobile,Toyota Mark X,2699000,Saloon,Foreign Used,Japan,2WD,67000,White,107960,2017,250,Petrol,2500,205,8,Automatic,10,12,direct_import_stock,Available,Excellent
5926,A3,Audi,Automobile,Audi A3,2485999,Hatchback,Foreign Used,Japan,2WD,34000,White,99450,2017,250,Petrol,1400,150,8,Automatic,14,16,direct_import_stock,Available,Excellent
5925,Townace,Toyota,Automobile,Toyota Townace,679999,Van,Kenyan Used,"Nairobi, Kenya",2WD,222000,White,27200,2011,130,Petrol,1500,98,15,Automatic,12,14,sell_on_behalf,Available,Average
5923,GTR,Nissan,Automobile,Nissan GTR,13499999,Coupe,Foreign Used,Japan,AWD,91000,Silver,540000,2017,640,Petrol,3800,565,2.9,Automatic,7,9,direct_import_stock,Available,Excellent
5922,GLC 63,Mercedes,Automobile,Mercedes Benz AMG GLC63,12575999,SUV,Foreign Used,Japan,AWD,72000,Black,504000,2018,650,Petrol,4000,470,4,Automatic,8,10,direct_import_stock,Available,Excellent
5921,Forester,Subaru,Automobile,Subaru Forester,3799999,SUV,Foreign Used,Japan,AWD,81000,Black,152000,2018,198,Petrol,2000,150,8,Automatic,12,14,direct_import_stock,Available,Excellent
5919,Outback,Subaru,Automobile,Subaru Outback,3209999,SUV,Foreign Used,Japan,AWD,141000,White,128400,2019,236,Petrol,2500,175,8,Automatic,10,12,direct_import_stock,Available,Excellent
5918,Golf R,Volkswagen,Automobile,Volkswagen Variant R,4329999,Station Wagon,Foreign Used,Japan,AWD,42000,White,174000,2018,410,Petrol,2000,310,4,Automatic,10,12,direct_import_stock,Available,Excellent
5917,Forester,Subaru,Automobile,Subaru Forester,3086000,SUV,Foreign Used,Japan,AWD,145000,Green,123440,2018,185,Petrol,2000,155,8,Automatic,10,12,direct_import_stock,Available,Excellent
5916,Q5,Audi,Automobile,Audi Q5,4769999,SUV,Foreign Used,Japan,AWD,90000,Silver,190800,2018,370,Petrol,2000,252,7.5,Automatic,10,12,direct_import_stock,Available,Excellent
5915,Prado,Toyota,Automobile,Toyota Landcruiser Prado TZG,9327999,SUV,Foreign Used,Japan,4WD,34000,Bronze,373120,2018,450,Diesel,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5914,Q7,Audi,Automobile,Audi Q7,6832999,SUV,Foreign Used,Japan,AWD,45800,White,273320,2017,440,Petrol,3000,333,6.1,Automatic,9,11,direct_import_stock,Available,Excellent
5913,GLC 63,Mercedes,Automobile,Mercedes-Benz AMG GLC 63,18307000,SUV,Foreign Used,United Kingdom,AWD,17600,Grey,732280,2020,650,Petrol,4000,470,4,Automatic,8,10,direct_import_stock,Available,Excellent
5912,Q5,Audi,Automobile,Audi Q5,5332199,SUV,Foreign Used,Japan,AWD,66000,White,213288,2018,370,Petrol,2000,252,6.3,Automatic,11,13,direct_import_stock,Available,Excellent
5911,V40,Volvo,Automobile,Volvo V40,2299999,Hatchback,Foreign Used,Japan,2WD,45000,Blue,92000,2017,250,Petrol,1500,150,8.3,Automatic,15,17,direct_import_stock,Available,Excellent
5910,Forester,Subaru,Automobile,Subaru Forester,3387500,SUV,Foreign Used,Japan,AWD,70000,White,135500,2017,185,Petrol,2000,155,8,Automatic,10,12,direct_import_stock,Available,Excellent
5909,Golf TSI,Volkswagen,Automobile,Volkswagen Golf TSI,1880000,Hatchback,Foreign Used,Japan,2WD,106000,Silver,75200,2017,200,Petrol,1200,122,8,Automatic,16,18,direct_import_stock,Available,Excellent
5908,A5,Audi,Automobile,Audi A5,4312200,Saloon,Foreign Used,Japan,AWD,43000,Grey,172488,2017,370,Petrol,2000,252,8,Automatic,8,12,direct_import_stock,Available,Excellent
5907,GLC 63,Mercedes,Automobile,Mercedes-Benz AMG GLC63,17824960,Coupe,Foreign Used,United Kingdom,AWD,36700,White,712998.4,2020,650,Petrol,4000,470,3.8,Automatic,8,10,direct_import_stock,Available,Excellent
5906,G63 AMG,Mercedes,Automobile,Mercedes-Benz AMG G63,38346600,SUV,Foreign Used,Japan,4WD,4000,Black,1533864,2022,850,Petrol,4000,577,4.5,Automatic,9,11,direct_import_stock,Available,Excellent
5905,Lx570,Lexus,Automobile,Lexus LX570,12992067,SUV,Foreign Used,Japan,4WD,18000,White,520000,2017,530,Petrol,5700,383,8,Automatic,6,8,direct_import_stock,Available,Excellent
5903,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZG,8767999,SUV,Foreign Used,Japan,4WD,28000,Black,350720,2018,450,Diesel,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5902,Defender,Land rover,Automobile,Landrover Defender 110,11709999,SUV,Foreign Used,Japan,4WD,21000,Green,468400,2020,400,Petrol,2000,300,7.6,Automatic,9,11,direct_import_stock,Available,Excellent
5901,Landcruiser 200 series,Toyota,Automobile,Toyota Landcruiser Zx,10170999,SUV,Foreign Used,Japan,4WD,51000,White,406839,2017,450,Petrol,4600,318,9,Automatic,7,9,direct_import_stock,Available,Excellent
5900,Defender,Land rover,Automobile,Landrover Defender 110,13899999,SUV,Foreign Used,United Kingdom,4WD,43000,Green,555999,2020,430,Petrol,2000,240,9,Automatic,8,10,direct_import_stock,Available,Excellent
5899,GLE 53,Mercedes,Automobile,Mercedes-Benz AMG GLE53,15795999,SUV,Foreign Used,Japan,AWD,54000,Blue,631839,2021,560,Petrol Hybrid,3000,450,5,Automatic,11,13,direct_import_stock,Available,Excellent
5898,Prado,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,7833035,SUV,Foreign Used,Japan,4WD,41000,Bronze,313324,2018,450,Petrol,2800,174,8,Automatic,9,11,direct_import_stock,Available,Excellent
5897,SQ5,Audi,Automobile,Audi SQ5,11901399,SUV,Foreign Used,United Kingdom,AWD,36000,Blue,476055,2020,700,Diesel,3000,347,5,Automatic,9,11,direct_import_stock,Available,Excellent
5896,Defender,Land rover,Automobile,Landrover Defender 110,12099999,SUV,Foreign Used,Japan,4WD,21000,Black,483999,2020,400,Petrol,2000,300,7.6,Automatic,9,11,direct_import_stock,Available,Excellent
5895,Q5,Audi,Automobile,Audi Q5,4669999,SUV,Foreign Used,Japan,AWD,80000,White,187000,2018,370,Petrol,2000,252,7.5,Automatic,10,12,direct_import_stock,Available,Excellent
5894,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,7779999,SUV,Foreign Used,Japan,4WD,73000,White,311200,2018,450,Diesel,2800,184,8,Automatic,9,11,direct_import_stock,Available,Excellent
5893,GLE450,Mercedes,Automobile,Mercedes Benz GLE450H,10363300,SUV,Foreign Used,Japan,AWD,51500,White,414532,2019,500,Petrol,3000,357,6,Automatic,10,12,direct_import_stock,Available,Excellent
5891,Golf TSI,Volkswagen,Automobile,Volkswagen Golf TSI,1349999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,103655,Blue,54000,2014,180,Petrol,1200,109,8,Automatic,16,18,sell_on_behalf,Available,Very Good
5890,Note,Nissan,Automobile,Nissan Note,1599999,Hatchback,Foreign Used,Japan,2WD,81000,Silver,64000,2018,106,Petrol,1200,78,11,Automatic,14,16,direct_import_stock,Available,Excellent
5889,C200,Mercedes,Automobile,Mercedes Benz C200,5929999,Saloon,Foreign Used,Japan,2WD,6000,White,237200,2019,350,Petrol Hybrid,1500,184,7.7,Automatic,14,16,direct_import_stock,Available,Excellent
5888,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado J120,1679999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,225000,Silver,67200,2007,420,Petrol,3000,178,8,Automatic,9,111,sell_on_behalf,Available,Average
5885,Atenza,Mazda,Automobile,Mazda Atenza,2579999,Saloon,Foreign Used,"Nairobi, Kenya",2WD,80300,Grey,103199.96,2017,210,Petrol,2000,158,8,Automatic,12,14,available,Available,Excellent
5883,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZ-G,9169999,SUV,Foreign Used,Japan,4WD,28000,Black,367000,2018,450,Diesel,2800,184,8,Automatic,9,11,direct_import_stock,Available,Excellent
5882,GLC,Mercedes,Automobile,Mercedes Benz GLC 220,5219999,SUV,Foreign Used,Japan,AWD,65000,White,208799,2018,400,Diesel,2200,168,8,Automatic,12,14,direct_import_stock,Available,Excellent
5881,Q2,Audi,Automobile,Audi Q2,2789999,SUV,Foreign Used,Japan,2WD,47000,White,111599,2017,200,Petrol,1000,116,10.3,Automatic,18,20,direct_import_stock,Available,Excellent
5879,GLC,Mercedes,Automobile,Mercedes Benz GLC 250,4499999,SUV,Foreign Used,Japan,AWD,115000,Black,180000,2017,350,Petrol,2000,211,8,Automatic,10,12,direct_import_stock,Available,Excellent
5878,Forester,Subaru,Automobile,Subaru Forester,2941999,SUV,Foreign Used,Japan,AWD,41000,Black,117680,2017,195,Petrol,2000,155,8,Automatic,10,12,direct_import_stock,Available,Excellent
5877,Range Rover Sport,Land rover,Automobile,Range Rover Sport,7499999,SUV,Foreign Used,Japan,4WD,80000,Blue,300000,2017,450,Petrol,3000,340,7.8,Automatic,9,11,direct_import_stock,Available,Excellent
5876,A180,Mercedes,Automobile,Mercedes Benz A180,3289999,Hatchback,Foreign Used,Japan,2WD,36000,White,131600,2017,200,Petrol,1600,120,9,Automatic,12,14,direct_import_stock,Available,Excellent
5875,Range Rover Vogue,Land rover,Automobile,Range Rover Vogue,12699999,SUV,Foreign Used,Japan,4WD,58000,Black,508000,2017,600,Diesel,3000,250,8,Automatic,9,11,direct_import_stock,Available,Excellent
5874,Levorg,Subaru,Automobile,Subaru Levorg,2679999,Station Wagon,Foreign Used,Japan,AWD,89000,Red,107200,2017,250,Petrol,1600,167,8,Automatic,12,14,direct_import_stock,Available,Excellent
5873,Continental,Bentley,Automobile,Bentley Continental GTC,33899999,Convertible,Foreign Used,United Kingdom,AWD,10000,White,1355999,2021,770,Petrol,4000,542,5,Automatic,10,12,direct_import_stock,Available,Excellent
5872,Rx200T,Lexus,Automobile,Lexus RX200T,6361999,SUV,Foreign Used,Japan,AWD,85000,Black,254480,2017,345,Petrol,2000,235,6,Automatic,10,12,direct_import_stock,Available,Excellent
5871,A8,Audi,Automobile,Audi A8,8325999,Saloon,Foreign Used,United Kingdom,AWD,59000,Silver,333040,2019,601,Petrol,3000,282,5.8,Automatic,9,11,direct_import_stock,Available,Excellent
5870,Lx570,Lexus,Automobile,Lexus LX570,15819715,SUV,Foreign Used,Japan,4WD,84000,White,632788.6,2017,530,Petrol,5700,383,8,Automatic,6,8,direct_import_stock,Available,Excellent
5869,Harrier,Toyota,Automobile,Toyota Harrier,3786099,SUV,Foreign Used,Japan,2WD,118000,Black,151444,2018,196,Petrol,2000,155,9,Automatic,10,12,direct_import_stock,Available,Excellent
5868,Golf R,Volkswagen,Automobile,Volkswagen Golf R,4249999,Hatchback,Foreign Used,Japan,AWD,64000,White,170000,2017,400,Petrol,2000,300,3.9,Automatic,10,12,direct_import_stock,Available,Excellent
5867,Landcruiser 200 series,Toyota,Automobile,Toyota Landcruiser ZX,11836999,SUV,Foreign Used,Japan,4WD,56000,White,473480,2017,450,Petrol,4600,383,8,Automatic,9,11,direct_import_stock,Available,Excellent
5866,Range Rover Sport,Land rover,Automobile,Range Rover Sport,10099999,SUV,Foreign Used,United Kingdom,4WD,80000,Grey,404000,2017,740,Diesel,4400,334,7,Automatic,9,11,direct_import_stock,Available,Excellent
5865,Fielder,Toyota,Automobile,Toyota Fielder,1859999,Station Wagon,Foreign Used,Japan,2WD,76000,White,74400,2017,180,Petrol Hybrid,1500,130,9,Automatic,32,34,direct_import_stock,Available,Excellent
5864,S63,Mercedes,Automobile,Mercedes Benz AMG S63L,13279999,Saloon,Foreign Used,Japan,AWD,133000,Black,531200,2018,900,Petrol,4000,604,3.4,Automatic,8,10,direct_import_stock,Available,Excellent
5863,S320,Mercedes,Automobile,Mercedes Benz S320,979999,Saloon,Kenyan Used,"Nairobi, Kenya",4WD,159000,Blue,39200,1997,315,Petrol,3200,228,8,Automatic,8,10,sell_on_behalf,Available,Very Good
5862,Raptor,Ford,Automobile,Ford Ranger Raptor,5399999,Double Cab,Foreign Used,Thailand,4WD,21000,Blue,215999,2018,500,Diesel,2000,213,9,Automatic,9,11,direct_import_stock,Available,Excellent
