mileage,year_of_production,horse_power,engine_size,seats,price_ksh,fuel_type,transmission,car_name,body_type,annual_insurance,condition,source
,2021.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-i cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2023.0,,2700cc cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2015.0,,2400 - VVTI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2022.0,,2700cc cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2015.0,,2500cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,2500 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,2000 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2023.0,,2700cc cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,3600cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,3600cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4000cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4400cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2023.0,,2800cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4000cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,4000cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2019.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2020.0,,1000cc VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500 - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1400cc  - TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1400cc TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1200cc  - TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5600cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1000 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Hybrid cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1300 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Hybrid cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1400cc TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2022.0,,5600cc - V8 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1500 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1500 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2023.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2017.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2700cc  - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500cc cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,3600cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2022.0,,2700cc cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2017.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2400 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2021.0,,3300 - V6 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,1800cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4000cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,6000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2022.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2022.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,3500cc cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - TFSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2500cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 - Turbo cc,,,Diesel,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,1500cc - VVTi cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5600cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1200 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2400 - VVTI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-i cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-i cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-i cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-i cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-i cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1200 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500cc - VVTi cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,2000 - STI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,3000 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2019.0,,2000 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1200 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-I cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1500 - VVT-I cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,2400 - VVTI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,1800 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,4000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,2400 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2022.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2022.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,200cc   cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500cc cc,,,Petrol Hybrid,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1200 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc  - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1800 - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1200cc - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,3000 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,4000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1000 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1000 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2019.0,,4600-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,2500 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2700CC - VVTI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2700CC - VVTI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2700CC - VVTI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1800 - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1800 - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1400cc  - TFSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1400cc - TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1400cc - TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1500cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,,,1500 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,4000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,4000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,4000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,3000 - V6 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,2200 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2200cc   cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,2800 cc,,,Diesel,Automatic,Unknown,,,5,AutoBox Motors
,2016.0,,1500 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1300cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700 - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700cc - V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,3000cc V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3000cc V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,3000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2023.0,,2700cc cc,,,Petrol,Automatic,Unknown,,,5,AutoBox Motors
,2022.0,,2800cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2400cc  cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,3000cc V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1300cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5700 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2019.0,,1000cc VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2019.0,,2000cc  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2013.0,,4000 -V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,2000 - XT cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2013.0,,1800 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1000 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500cc - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1300cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3500 - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1200 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1500cc - VVT-I cc,,,,Automatic,Unknown,,,4.5,AutoBox Motors
,2021.0,,3300-V6 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2020.0,,3000cc cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2200cc - VVT-I  cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1000 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2013.0,,3000 - V6 cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2200cc   cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1000 - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2015.0,,3200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700-v8   cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,5700 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,2400cc  cc,,,Diesel,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,4700-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,3600cc - V6 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2013.0,,4000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000cc  - Valvematic cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2013.0,,1300 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2019.0,,2700cc - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,5700 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2014.0,,3500 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,650cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4600-V8 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2013.0,,1300 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1400cc  - TSI cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,5600 cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2016.0,,4700cc  - V8 cc,,,,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,1200cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2017.0,,2000cc cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
,2018.0,,2700cc  - VVT-I cc,,,Petrol,Automatic,Unknown,,,4.5,AutoBox Motors
