Title,Year,Fuel Type,Engine,Transmission,Exterior Color,Interior Color,Drive,Mileage,Condition Grade,Interior Grade,Availability,Chassis Number,Details Link
Unknown,2022,Diesel,3000 cc,Automatic,Beige,Brown,4WD,3550 Km,5,A,In Transit,SAL-2237,https://autoboxmotors.co.ke/listings/range-rover-vogue-van-new-diesel-3000-automatic-2022-in-transit-3550/
Unknown,2018,Diesel,2800 cc,Automatic,Black,Black,4WD,33000km Km,4.5,A,In Stock,GDJ150-3676,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-prado-suv-used-diesel-2800-automatic-2018-in-stock-33000km/
Unknown,2018,Petrol,3600 cc,Automatic,Brown,Black,4WD,39000-kms Km,4.5,B,Sold,WP1ZZZ-6685,https://autoboxmotors.co.ke/listings/porsche-cayenne-mini-suv-used-petrol-3600-automatic-2018-sold-39000-kms/
Unknown,2021,Diesel,3300 cc,Automatic,Black,Black/Red,4WD,18700km Km,4.5,B,In Stock,FJA300-3964,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-diesel-3300-automatic-2021-in-stock-18700km/
Unknown,2019,Petrol,2000 cc,Automatic,Gray,Black,4WD,44000kms Km,4.5,B,In Stock,NXAA54-8165,https://autoboxmotors.co.ke/listings/toyota-rav-4-mini-suv-used-petrol-2000-automatic-2019-in-stock-44000kms/
Unknown,2017,Diesel,3000 cc,Automatic,Blue,Blue/Black,4WD,125000kms Km,4.5,B,In Stock,SALYA-3909,https://autoboxmotors.co.ke/listings/land-rover-range-rover-velar-mini-suv-used-diesel-3000-automatic-2017-in-stock-125000kms/
Unknown,2019,Petrol,3000 cc,Automatic,Blue,Black,AWD,8700kms Km,4.5,B,In Stock,WP1-4575,https://autoboxmotors.co.ke/listings/porsche-cayenne-mini-suv-used-petrol-3000-automatic-2019-in-stock-8700kms/
Unknown,2017,Petrol,4700 cc,Automatic,Black,Black,4WD,128000 Km,4.5,B,In Stock,WDD2221822A-1880,https://autoboxmotors.co.ke/listings/mercedes-s550-mini-suv-used-petrol-4700-automatic-2017-in-stock-128000/
Unknown,2017,Petrol,2700 cc,Automatic,White,Black,4WD,48000kms Km,4.5,B,In Stock,TRJ150-0921,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-prado-suv-used-petrol-automatic-2017-in-stock-48000kms/
Unknown,2021,Diesel,3300 cc,Automatic,Black,Black,4WD,257kms Km,4.5,A,In Stock,FJA300-1772,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-diesel-3300-automatic-2021-in-stock-257kms/
Unknown,2022,Diesel,2000 cc,Automatic,Pearl White,Gray,2WD,7300 Km,5,A,In Transit,W1V44-3118,https://autoboxmotors.co.ke/listings/mercedes-van-new-diesel-2000-automatic-2023-in-transit-2500/
Unknown,2023,Diesel,2000 cc,Automatic,Black,Beige,2WD,2500 Km,5,A,In Transit,W1V-7987,https://autoboxmotors.co.ke/listings/mercedes-v220-van-new-diesel-2000-automatic-2023-in-transit-2500/
Unknown,2017,Petrol Hybrid,1500 cc,Automatic,Silver,Gray,2WD,57000kms Km,4.5,B,In Stock,NHP10-5437,https://autoboxmotors.co.ke/listings/toyota-aqua-hatchback-used-petrol-hybrid-1500-automatic-2017-in-stock-57000kms/
Unknown,2018,Diesel,2400 cc,Automatic,Blue,Gray,2WD,36800 Km,4.5,B,In Transit,GUN125-7057,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-in-transit-36800/
Unknown,2018,Diesel,2400 cc,Automatic,Pearl White,Gray,2WD,54300 Km,4.5,B,In Transit,GUN125-1339,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-in-transit-54300/
Unknown,2017,Diesel,2400 cc,Automatic,Blue,Gray,4WD,49000kms Km,4.5,B,In Stock,GUN125-0220,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2017-in-transit-48900/
Unknown,2018,Diesel,2400 cc,Automatic,Pearl White,Gray,2WD,62000kms Km,4.5,B,In Transit,GUN125-7322,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-in-transit-62000kms/
Unknown,2017,Diesel,2200 cc,Automatic,Brown,Black,2WD,82000kms Km,4.5,B,In Stock,GJ2FW-1663,https://autoboxmotors.co.ke/listings/mazda-atenza-hatchback-used-diesel-2200-automatic-2016-in-stock-82000kms/
Unknown,2022,Petrol,3500 cc,Automatic,N/A,N/A,N/A,4200 Km,N/A,N/A,In Transit,VJA310-2289,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-new-petrol-3500-automatic-2022-in-transit-4200/
Unknown,2017,Petrol,3000 cc,Automatic,Pearl White,Beige,2WD,32224 Km,4.5,B,In Transit,AGL20-7115,https://autoboxmotors.co.ke/listings/lexus-rx300-mini-suv-used-petrol-3000-automatic-2017-in-transit-32224/
Unknown,2017,Petrol,1500 cc,Automatic,White,Gray,2WD,105000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-probox-hatchback-used-petrol-1500-automatic-2017-in-stock-105000kms/
Unknown,2017,Petrol,1500 cc,Automatic,White,Gray,2WD,85000kms Km,4.5,B,In Stock,NCP160-2092,https://autoboxmotors.co.ke/listings/toyota-probox-hatchback-used-petrol-1500-automatic-2017-in-stock-85000kms/
Unknown,2017,Diesel,2200 cc,Automatic,Red,Black,2WD,74000kms Km,4.5,B,In Stock,KF2P-7878,https://autoboxmotors.co.ke/listings/mazda-cx-5-mini-suv-used-diesel-2200-automatic-2017-in-stock-74000kms/
Unknown,2022,Diesel,3300 cc,Automatic,Black,Tan,4WD,26000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx500d-suv-used-diesel-3300-automatic-2022-in-stock-26000kms/
Unknown,2017,Petrol,1500 cc,Automatic,White,Gray,2WD,124000kms Km,4.5,B,In Stock,NCP160-3158,https://autoboxmotors.co.ke/listings/toyota-probox-hatchback-used-petrol-1500-automatic-2017-in-stock-124000kms/
Unknown,2017,Petrol,2500 cc,Automatic,Royal Blue,Grey/Black,AWD,34000kms Km,4.5,B,In Stock,BS9-3636,https://autoboxmotors.co.ke/listings/subaru-outback-mini-suv-used-petrol-2500-automatic-2017-in-stock-34000kms/
Unknown,2023,Petrol,3500 cc,Automatic,Pearl White,Beige,4WD,4800 Km,5,A,In Transit,VJA300-4805,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-new-petrol-3500-automatic-2023-in-transit-4800/
Unknown,2023,Petrol,3500 cc,Automatic,Black,Black,4WD,9300 Km,6,A,In Stock,VJA310-4626,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-new-petrol-3500-automatic-2023-in-stock-9300/
Unknown,2021,Diesel,3300 cc,Automatic,Green,Beige,4WD,9300 Km,5,A,In Stock,FJA300-9710,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-new-diesel-3300-automatic-2021-in-stock-9300/
Unknown,2021,Diesel,3300 cc,Automatic,Pearl White,Beige,4WD,9600 Km,6,A,In Stock,FJA300-3890,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-new-diesel-3300-automatic-2021-in-stock-9600/
Unknown,2017,Petrol,1400 cc,Automatic,YELLOW,Gray,2WD,50980 Km,4.5,B,Sold,WAU-3506,https://autoboxmotors.co.ke/listings/audi-q3-mini-suv-used-petrol-1400-automatic-2017-in-stock-50980/
Unknown,2017,Petrol,2000 cc,Automatic,Black,Black,2WD,56000kms Km,4.5,B,In Stock,T32-3801,https://autoboxmotors.co.ke/listings/nissan-xtrail-wagon-used-petrol-2000-automatic-2017-in-stock-56330/
Unknown,2022,Petrol,3500 cc,Automatic,Pearl White,Beige,4WD,10000-kms Km,5,A,In Stock,JT1T-1560,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-new-petrol-3500-automatic-2022-in-stock-10000-kms/
Unknown,2017,Petrol,2000 cc,Automatic,Gray,Beige,2WD,10000-kms Km,4.5,B,In Stock,WAUZ-7958,https://autoboxmotors.co.ke/listings/audi-q7-suv-used-petrol-2000-automatic-2017-in-stock-10000-kms/
Unknown,2022,Diesel,3300 cc,Automatic,Black,Black/Red,4WD,26000kms Km,4.5,B,In Stock,JTMA-0148,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-sahara-suv-used-diesel-3300-automatic-2022-in-stock-26000kms/
Unknown,2024,Petrol,5700 cc,Automatic,Pearl White,Tan,4WD,18-kms Km,5,A,In Stock,JT1T-1560,https://autoboxmotors.co.ke/listings/nissan-patrol-suv-new-petrol-5700-automatic-2024-in-stock-18-kms/
Unknown,2021,Diesel,3300 cc,Automatic,Pearl White,Beige,4WD,14000kms Km,4.5,B,In Stock,FJA300-6212,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-diesel-3300-automatic-2021-in-stock-14000kms/
Unknown,2017,Petrol,4600 cc,Automatic,Royal Blue,Black,4WD,75000kms Km,4.5,C,In Stock,URJ202-8819,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-petrol-4600-automatic-2017-in-stock-75000kms/
Unknown,2018,Petrol,3000 cc,Automatic,Pearl White,Jet Red,4WD,88500 Km,4.5,B,In Transit,WP1-6006,https://autoboxmotors.co.ke/listings/porsche-cayenne-suv-used-petrol-3000-automatic-2018-in-transit-88500/
Unknown,2018,Diesel,2400 cc,Automatic,Silver,Gray,2WD,8280 Km,4.5,A,In Transit,GUN125-7540,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-in-transit-8280/
Unknown,2018,Petrol,3000 cc,Automatic,Blue,Beige,4WD,78983 Km,4.5,B,In Transit,WP1-5324,https://autoboxmotors.co.ke/listings/porsche-cayenne-suv-used-petrol-3000-automatic-2018-in-transit-78983/
Unknown,2017,Petrol,4700 cc,Automatic,Black,Gray,4WD,128139 Km,4.5,B,In Stock,URJ202-9867,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-petrol-4700-automatic-2017-in-stock-128139/
Unknown,2016,Petrol,3000 cc,Automatic,Pearl White,Brown,4WD,99500 Km,4.5,B,In Stock,WAU-5646,https://autoboxmotors.co.ke/listings/audi-q7-suv-used-petrol-3000-automatic-2016-in-stock-99500/
Unknown,2022,Petrol,3500 cc,Automatic,Pearl White,Maroon,4WD,3600kms Km,4.5,B,In Stock,VJA300-0848,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-used-petrol-3500-automatic-2022-in-stock-3600kms/
Unknown,2022,Petrol,3500 cc,Automatic,Gray,Maroon,4WD,3000kms Km,5,A,In Transit,VJA300-2289,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-new-petrol-3500-automatic-2022-in-transit-3000kms/
Unknown,2017,Petrol,4600 cc,Automatic,Pearl White,Black,4WD,57000kms Km,4.5,B,In Stock,URJ202-1678,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-petrol-4600-automatic-2017-in-stock-57000kms/
Unknown,2016,Petrol,5700 cc,Automatic,Pearl White,Orange,4WD,10000-kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx-570-suv-used-petrol-5700-automatic-2016-in-stock-10000-kms/
Unknown,2017,Petrol,4600 cc,Automatic,Black,Black,4WD,16000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-petrol-4600-automatic-2017-in-stock-16000kms/
Unknown,2016,Petrol,3000 cc,Automatic,Black,2 TONE WHITE-BLACK,AWD,90000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/bmw-x6-coupe-used-petrol-3000-automatic-2016-in-stock-90000kms/
Unknown,2017,Petrol,3600 cc,Automatic,Maroon,Brown,AWD,39000-kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/porsche-cayenne-mini-suv-used-petrol-3600-automatic-2017-in-stock-39000-kms/
Unknown,2017,Petrol,5700 cc,Automatic,Black,Black,4WD,8000-kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx-570-suv-used-petrol-5700-automatic-2017-in-stock-8000-kms/
Unknown,2022,Petrol,3500 cc,Automatic,White,white,4WD,3600-kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-new-petrol-3500-automatic-2022-in-stock-3600-kms/
Unknown,2016,Petrol,4700 cc,Automatic,Pearl White,Gray,AWD,45000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/mercedes-s400-sedan-used-petrol-4700-automatic-2016-in-stock-45000kms/
Unknown,2017,Petrol,4700 cc,Automatic,Pearl White,Beige,4WD,100kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-wagon-used-petrol-4700-automatic-2017-in-stock-100kms/
Unknown,2016,Petrol,4700 cc,Automatic,Black,Brown,4WD,100kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-wagon-used-petrol-4700-automatic-2016-in-stock-100kms-2/
Unknown,2016,Petrol,4700 cc,Automatic,Pearl White,Brown,4WD,100kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-wagon-used-petrol-4700-automatic-2016-in-stock-100kms/
Unknown,2018,Diesel,2400 cc,Automatic,Black,Black,4WD,37000kms Km,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-sold-37000kms/
Unknown,2018,Diesel,2400 cc,Automatic,White,Black,4WD,22000kms Km,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-sold-22000kms/
Unknown,2017,Petrol,1800 cc,Automatic,Silver,Black,RWD,3000kms Km,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/mercedes-c200-sedan-used-petrol-1800-automatic-2017-in-stock-3000kms/
Unknown,2018,Diesel,2400 cc,Automatic,Black,Black,4WD,38000kms Km,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-sold-38000kms/
Unknown,2017,Petrol Hybrid,3500 cc,Automatic,Black,white,AWD,130000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-rx450h-suv-used-petrol-hybrid-3500-automatic-2017-in-stock-130000kms/
Unknown,2017,Petrol,3600 cc,Automatic,Black,Black,AWD,68000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/porsche-cayenne-gts-suv-used-petrol-3600-automatic-2017-in-stock-68000kms/
Unknown,2017,Petrol,3000 cc,Automatic,White,Black,AWD,47000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/bmw-x6-coupe-used-petrol-3000-automatic-2017-in-stock-47000kms/
Unknown,2018,Diesel,2400 cc,Automatic,Black,Black,4WD,52000kms Km,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/toyota-hilux-pickups-used-diesel-2400-automatic-2018-sold-52000kms/
Unknown,2017,Petrol,3600 cc,Automatic,Purple,Gray,N/A,75000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/porsche-cayenne-mini-suv-used-petrol-3600-automatic-2017-in-stock-75000kms/
Unknown,2017,Petrol,1400 cc,Automatic,Blue,Gray,FWD,48000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/volkswagen-tiguan-mini-suv-used-petrol-1400-automatic-2017-in-stock-48000kms/
Unknown,2016,Diesel,2800 cc,Automatic,Pearl White,Brown,4WD,51000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-prado-suv-used-diesel-2800-automatic-2016-in-stock-51000kms/
Unknown,2022,Petrol,3500 cc,Automatic,Black,Gray,4WD,92kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-used-petrol-3500-automatic-2022-in-transit-92kms/
Unknown,2017,Petrol,1500 cc,Automatic,Purple,Gray,FWD,53000kms Km,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder-wagon-used-petrol-1500-automatic-2017-sold-53000kms/
Unknown,2023,Petrol,3500 cc,Automatic,Pearl White,Brown,4WD,3000kms Km,5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-used-petrol-3500-automatic-2023-in-transit-3000kms/
Unknown,2017,Petrol Hybrid,1800 cc,Automatic,Gray,Silver,FWD,93000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-prius-wagon-used-petrol-hybrid-1800-automatic-2017-in-transit-93000kms/
Unknown,2017,Petrol,1400 cc,Automatic,Silver,Gray,FWD,54000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/volkswagen-tiguan-mini-suv-used-petrol-1400-automatic-2017-in-transit-54000kms/
Unknown,2016,Petrol,1400 cc,Automatic,Brown,Gray,FWD,33000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/volkswagen-passat-sedan-used-petrol-1400-automatic-2016-in-stock-33000kms/
Unknown,2014,Diesel,3000 cc,Automatic,Black,Brown,FWD,62000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/bmw-x5-mini-suv-used-diesel-3000-automatic-2014-in-stock-62000kms/
Unknown,2016,Petrol,N/A,Automatic,Black,Black,FWD,94000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-harrier-mini-suv-used-petrol-automatic-2016-in-stock-94000kms/
Unknown,2019,Petrol,2000 cc,Automatic,Blue,Brown,AWD,22000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/subaru-forester-mini-suv-used-petrol-2000-automatic-2019-in-stock-22000kms/
Unknown,2016,Diesel,2800 cc,Automatic,Black,Gray,4WD,71000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-prado-suv-used-diesel-2800-automatic-2016-in-stock-71000kms/
Unknown,2017,Petrol,1500 cc,Automatic,Black,Black,FWD,65000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder-wagon-used-petrol-1500-automatic-2016-in-stock-65000kms/
Unknown,2016,Petrol,2000 cc,Automatic,Pearl White,Multi-pattern,FWD,81000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-harrier-mini-suv-used-petrol-2000-automatic-2016-in-stock-81000kms/
Unknown,2016,Petrol,3000 cc,Automatic,Pearl White,Beige,4WD,93000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/audi-q7-suv-used-petrol-3000-automatic-2016-in-stock-93000kms/
Unknown,2016,Petrol Hybrid,1500 cc,Automatic,Pearl White,Black,FWD,154000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder-wagon-used-petrol-hybrid-1500-automatic-2016-in-stock-154000kms/
Unknown,2017,Petrol,1400 cc,Automatic,Black,Black,FWD,33000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/volkswagen-tiguan-mini-suv-used-petrol-1400-automatic-2017-in-transit-33000kms/
Unknown,2017,Petrol,650 cc,Automatic,White,Beige,FWD,51000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/suzuki-alto-hatchback-used-petrol-650-automatic-2017-in-transit-51000kms/
Unknown,2017,Petrol,650 cc,Automatic,Silver,Beige,FWD,40000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/suzuki-alto-hatchback-used-petrol-650-automatic-2017-in-transit-40000kms/
Unknown,2017,Petrol,3000 cc,Automatic,White,Black,RWD,21000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/mercedes-s550-sedan-used-petrol-3000-automatic-2017-in-transit-21000kms/
Unknown,2017,Petrol,2500 cc,Automatic,Gold,Black,AWD,91000kms Km,4.5,B,In Transit,BS9-7499,https://autoboxmotors.co.ke/listings/subaru-outback-mini-suv-used-petrol-2500-automatic-2017-in-transit-91000kms/
Unknown,2017,Petrol,1400 cc,Automatic,White,Black,FWD,63000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/volkswagen-tiguan-mini-suv-used-petrol-1400-automatic-2017-in-transit-63000kms/
Unknown,2017,Petrol,650 cc,Automatic,Silver,Beige,FWD,74000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/suzuki-alto-hatchback-used-petrol-650-automatic-2017-in-transit-74000kms/
Unknown,2017,Petrol,1000 cc,Automatic,Silver,Black,FWD,52000kms Km,4.5,B,In Stock,KS-0988,https://autoboxmotors.co.ke/listings/toyota-vitz-hatchback-used-petrol-1000-automatic-2017-in-transit-52000kms/
Unknown,2018,Diesel,2800 cc,Automatic,Pearl White,Beige,4WD,66000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-prado-suv-used-diesel-2800-automatic-2018-in-stock-66000kms/
Unknown,2017,Petrol,20001 cc,Automatic,Black,Black,FWD,20000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-nx200t-suv-used-petrol-20001-automatic-2017-in-stock-20000kms/
Unknown,2017,Petrol,4700 cc,Automatic,Silver,Black,RWD,33000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/mercedes-s550-sedan-used-petrol-4700-automatic-2017-in-stock-33000kms/
Unknown,2017,Petrol Hybrid,1200 cc,Automatic,White,Black,FWD,53000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/nissan-note-hatchback-used-petrol-hybrid-1200-automatic-2017-in-stock-53000kms/
Unknown,2023,Petrol,3500 cc,Automatic,Pearl White,Brown,4WD,3000kms Km,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx600-suv-new-petrol-3500-automatic-2023-in-stock-3000kms/
Unknown,2023,Diesel,3300 cc,Automatic,Black,Maroon,4WD,100kms Km,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx500d-suv-new-diesel-3300-automatic-2023-in-stock-100kms/
Unknown,2022,Petrol,3500 cc,Automatic,Gray,Black,4WD,16000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser-suv-new-petrol-3500-automatic-2022-in-stock-16000kms/
Unknown,2019,Petrol Hybrid,2000 cc,Automatic,Black,Gray,4WD,19000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2019-honda-crv-2/
Unknown,2016,Petrol,5700 cc,Automatic,Black,Red,4WD,57000kms Km,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx570/
Unknown,2023,Diesel,3300 cc,Automatic,Pearl White,Black,4WD,4000kms Km,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2023-lexus-lx500d/
Unknown,2017,Petrol,1500 cc,Automatic,Pearl White,Gray,FWD,16000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-sienta/
Unknown,2015,Petrol,1200 cc,Automatic,Brown,Brown,FWD,70000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-peugeot-2008/
Unknown,2017,Petrol,1000 cc,Automatic,Blue,Black,FWD,45000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-roomy/
Unknown,2017,Petrol Hybrid,2000cc cc,Automatic,Black,Gray,AWD,81000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-xtrail/
Unknown,2017,Petrol,1300 cc,Automatic,Black,Gray,FWD,52000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-honda-fit-copy/
Unknown,2017,Petrol,N/A,Automatic,Silver,Gray,AWD,36000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-x-trail/
Unknown,2017,Petrol,1300 cc,Automatic,Black,Gray,FWD,52000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-honda-fit/
Unknown,2017,Petrol,1400 cc,Automatic,YELLOW,Gray,FWD,50000kms Km,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-audi-q3-2/
Unknown,2022,Petrol,3500 cc,Automatic,Black,Brown,4WD,N/A,5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/lexus-lx-600/
Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://autoboxmotors.co.ke/listings/toyota-raize/
Unknown,2016,Diesel,3500 cc,Automatic,Pearl White,Black,AWD,57000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-gle350d/
Unknown,2016,Petrol,2000 cc,Automatic,Gold,Gray,AWD,47000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volvo-xc90-2/
Unknown,2023,Diesel,3300cc cc,Automatic,Gray,Black,4WD,7000 Km,5,A,Sold,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-landcruiser/
Unknown,2018,Petrol,3000 cc,Automatic,Black,Beige,AWD,78000kms Km,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2018-porsche-cayenne-5/
Unknown,2020,Petrol,2000cc  cc,Automatic,Gold,Gray,N/A,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2020-toyota-harrier/
Unknown,2015,Petrol,1500 - VVT-I cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-fielder-5/
Unknown,2015,Petrol,3500cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-mercedes-s400/
Unknown,2015,Petrol,1200 cc,Automatic,Green,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-suzuki-swift-3/
Unknown,2015,Petrol,1200cc - TSI cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volks-wagen-beetle-5/
Unknown,2015,Petrol,1800cc  - Valvematic cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-premio/
Unknown,2015,Petrol,2000cc  cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-honda-crv/
Unknown,2015,Petrol,660cc cc,Automatic,Blue,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-suzuki-alto-2/
Unknown,2015,Petrol,3500 - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-vellfire/
Unknown,2015,Petrol,660cc cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-suzuki-alto/
Unknown,2015,Petrol,1200 - TSI cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,WV-3838,https://autoboxmotors.co.ke/listings/2015-volks-wagen-beetle-3/
Unknown,2015,Petrol,1200 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volks-wagen-beetle-4/
Unknown,2016,Petrol,4700cc - V8 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-11/
