Title,Year,Fuel Type,Engine,Transmission,Exterior Color,Interior Color,Drive,Mileage,Condition Grade,Interior Grade,Availability,Chassis Number,Details Link
Unknown,2016,Petrol Hybrid,3500cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s400/
Unknown,2016,Petrol,3000cc  - TFSI cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7/
Unknown,2016,Petrol,3000cc  cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6-4/
Unknown,2016,Petrol,3000cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6-3/
Unknown,2016,Petrol,2500cc - V8 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,AY-3362,https://autoboxmotors.co.ke/listings/2016-lexus-nx-300-h/
Unknown,2016,Petrol,2000cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-gla-260/
Unknown,2016,Petrol,2000cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-glc-250-2/
Unknown,2016,Diesel,2000 - Turbo cc,Automatic,N/A,Gray,N/A,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2019-ford-ranger/
Unknown,2016,Petrol,1500cc - VVTi cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-auris-2/
Unknown,2016,Petrol,5600cc - V8 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-12/
Unknown,2015,Petrol,1200 cc,Automatic,Brown,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-peugot-208/
Unknown,2016,Petrol,2400 - VVTI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-rav4/
Unknown,2015,Petrol,1500 - VVT-i cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-axio-4/
Unknown,2015,Petrol,1500 - VVT-i cc,Automatic,White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-axio-3/
Unknown,2015,Petrol,1500 - VVT-i cc,Automatic,White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-axio-2/
Unknown,2015,Petrol Hybrid,1500 - VVT-i cc,Automatic,White,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-aqua/
Unknown,2015,Petrol Hybrid,1500 - VVT-i cc,Automatic,White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-axio/
Unknown,2015,Petrol,1200 cc,Automatic,YELLOW,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-suzuki-swift-2/
Unknown,2015,Petrol,1500cc - VVTi cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-auris/
Unknown,2014,Petrol,2000 - STI cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Stock,VA-0660,https://autoboxmotors.co.ke/listings/2014-subaru-wrx/
Unknown,2014,Petrol,3000 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-bmw-x5-3/
Unknown,2019,Diesel,2000 cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2019-ford-raptor/
Unknown,2015,Petrol,1500 - VVT-I cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-townace/
Unknown,2015,Petrol,1200 cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Stock,ZC-2989,https://autoboxmotors.co.ke/listings/2015-suzuki-swift/
Unknown,2014,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-nissan-juke-2/
Unknown,2014,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-nissan-advan-2/
Unknown,2015,Petrol Hybrid,1500 - VVT-I cc,Automatic,White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-fielder-2/
Unknown,2015,Petrol Hybrid,1500 - VVT-I cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-fielder/
Unknown,2015,Petrol,2400 - VVTI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-rav4/
Unknown,2015,Petrol,1800 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-nissan-bluebird/
Unknown,2014,Petrol,4000 -V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-fj-cruiser-4/
Unknown,2014,Petrol,2400 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,GR-7867,https://autoboxmotors.co.ke/listings/2014-toyota-mark-x/
Unknown,2022,Petrol,3500 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-2/
Unknown,2022,Petrol,3500 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-11/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Black,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-10/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Black,Brown,4WD,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-9/
Unknown,2016,Petrol,3000 - V6 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-range-rover-vogue-2/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Black,Orange,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-8/
Unknown,2018,Petrol,3000cc  - V6 cc,Automatic,Black,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-porsche-cayenne/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Pearl White,Orange,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-7/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Black,Orange,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-6/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Pearl White,Orange,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-5/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-4/
Unknown,2016,Petrol,200cc   cc,Automatic,Red,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-mazda-cx-5/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Red,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-land-rover-discovery-4-3/
Unknown,2018,Petrol,3000cc  - V6 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2018-ranger-rover-vogue/
Unknown,2016,Petrol Hybrid,3500cc cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx-450-h-2/
Unknown,2014,Petrol,1200 cc,Automatic,YELLOW,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2014-volks-wagen-beetle/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Gold,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-ranger-rover-vogue-4/
Unknown,2016,Petrol,2000cc cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2017-ranger-rover-e-voque/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Gold,Beige,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-land-rover-discovery-4-2/
Unknown,2016,Petrol,1800 - Valvematic cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder/
Unknown,2016,Petrol,1200cc - VVT-I cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-ch-r/
Unknown,2014,Petrol,3000 - V6 cc,Automatic,Black,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-bmw-x5-2/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-touareg-2/
Unknown,2014,Petrol,4000 -V6 cc,Automatic,Gray,Orange,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2014-bently-continental/
Unknown,2016,Petrol,2000 - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-noah/
Unknown,2016,Petrol,1000 - VVT-I cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-passo-3/
Unknown,2016,Petrol,1000 - VVT-I cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-vitz/
Unknown,2019,Petrol,4600-V8 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-land-cruiser/
Unknown,2016,Petrol,3500cc - V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx-450-h/
Unknown,2016,Petrol,3500 - V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-voxy/
Unknown,2014,Diesel,2500 cc,Automatic,Brown,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-hilux/
Unknown,2014,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-axio-4/
Unknown,2016,Petrol,2700CC - VVTI cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-land-cruiser-prado-5/
Unknown,2016,Petrol,4700 - V8 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-land-cruiser-prado-3/
Unknown,2016,Petrol,2700CC - VVTI cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-land-cruiser-prado-4/
Unknown,2016,Petrol,2700CC - VVTI cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-land-cruiser-prado-2/
Unknown,2016,Petrol,1800 - Valvematic cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/wish-2/
Unknown,2016,Petrol,1800 - Valvematic cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/wish/
Unknown,2017,Petrol,1400cc  - TFSI cc,Automatic,YELLOW,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-audi-q3/
Unknown,2016,Petrol,1400cc - TSI cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-tiguan-2/
Unknown,2016,Petrol,1400cc - TSI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-tiguan/
Unknown,2017,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note-6/
Unknown,2017,Petrol,1500cc cc,Automatic,Brown,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mazda-axela-2/
Unknown,N/A,Petrol,1500 - VVT-I cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-spade/
Unknown,2014,Petrol,4000 -V6 cc,Automatic,Orange,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-fj-cruiser-3/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-11/
Unknown,2014,Petrol,4000 -V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-fj-cruiser-2/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-10/
Unknown,2014,Petrol,4000 -V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-fj-cruiser/
Unknown,2014,Diesel,3000 - V6 cc,Automatic,Black,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-bmw-x5/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Pearl White,Maroon,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-8/
Unknown,2018,Diesel,2200 cc,Automatic,Blue,Beige,N/A,N/A,4.5,A,Sold,N/A,https://autoboxmotors.co.ke/listings/2018-mazda-cx8/
Unknown,2017,Diesel,2200cc   cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mazda-cx-5-2/
Unknown,2015,Diesel,2800 cc,Automatic,Pearl White,Beige,N/A,N/A,5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-land-cruiser-prado/
Unknown,2016,Petrol,1500 - VVT-I cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vitz-3/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-9/
Unknown,2016,Petrol,1300cc cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-auris/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-7/
Unknown,2016,Petrol,4700 - V8 cc,Automatic,Blue,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-4-2/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Pearl White,Orange,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-3-2/
Unknown,2016,Petrol,2000cc cc,Automatic,Brown,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx200t-2/
Unknown,2017,Petrol,3000cc V6 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6-2/
Unknown,2016,Petrol,5700 cc,Automatic,Black,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-3/
Unknown,2016,Petrol,3000cc V6 cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6/
Unknown,2017,Petrol,3000cc cc,Automatic,Black,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-s560/
Unknown,2023,Petrol,2700cc cc,Automatic,Bronze,Beige,4WD,N/A,5,A,Sold,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-land-cruiser-prado/
Unknown,2022,Diesel,2800cc cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-prado/
Unknown,2017,Diesel,2400cc  cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-hilux-2/
Unknown,2017,Petrol,3000cc V6 cc,Automatic,Pearl White,Red,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-bmw-x6/
Unknown,2018,Petrol,2000cc  - Valvematic cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-toyota-premio/
Unknown,2016,Petrol,1300cc cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vitz-2/
Unknown,2016,Petrol,5700 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-2/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-6/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-5/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-4/
Unknown,2019,Petrol,1000cc VVT-I cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-raize/
Unknown,2019,Petrol,2000cc  cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2019-honda-crv/
Unknown,2013,Petrol,4000 -V6 cc,Automatic,Orange,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-fj-cruiser/
Unknown,2014,Petrol,2000 - XT cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-subaru-forester/
Unknown,2013,Petrol,1800 cc,Automatic,Maroon,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-premio/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-passat/
Unknown,2014,Petrol,1000 - VVT-I cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-vitz/
Unknown,2016,Petrol,3500 - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vellfire-2/
Unknown,2016,Petrol,1500cc - VVT-I cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-fielder/
Unknown,2016,Petrol,3500 - V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vellfire-3/
Unknown,2016,Petrol,1300cc cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vitz/
Unknown,2016,Petrol,3500 - V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vellfire/
Unknown,2014,Petrol,N/A,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-nissan-advan/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-premio-3/
Unknown,2016,Petrol,4700cc cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s550-2/
Unknown,2014,Petrol,1200 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-nissan-latio/
Unknown,2016,N/A,1500cc - VVT-I cc,Automatic,Red Wine,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-premio-2/
Unknown,2021,Diesel,3300-V6 cc,Automatic,Gray,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2021-toyota-land-cruiser/
Unknown,2014,Petrol,1500 cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-axio-3/
Unknown,2014,Petrol,1500 cc,Automatic,Gold,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-axio-2/
Unknown,2017,Petrol,N/A,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-subaru-xv/
Unknown,2020,Diesel,3000cc cc,Automatic,Gray,"Gray, Red",N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2020-mercedes-gle-400/
Unknown,2014,Petrol,1500 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-axio/
Unknown,2017,Petrol,2200cc - VVT-I  cc,Automatic,Gray,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-rav-4/
Unknown,2014,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-nissan-juke/
Unknown,2016,Petrol,1000 - VVT-I cc,Automatic,YELLOW,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-passo-2/
Unknown,2016,Petrol,2000cc cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-glc-250/
Unknown,2013,Diesel,3000 - V6 cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-range-rover-vogue/
Unknown,2017,Diesel,2200cc   cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mazda-cx-5/
Unknown,2016,Petrol,1000 - VVT-I cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-passo/
Unknown,2017,Petrol,1200cc cc,Automatic,Gray,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mazda-axela/
Unknown,2017,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note-5/
Unknown,2016,Petrol,4700-V8 cc,Automatic,Silver,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-4-copy-copy/
Unknown,2017,Petrol,4700-V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-land-cruiser/
Unknown,2017,Petrol,1200cc cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mazda-demio-2/
Unknown,2016,Petrol,4700-V8 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-4/
Unknown,2015,Petrol,3200cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2015-mitsubishi-pajero/
Unknown,2016,Petrol,4700-v8   cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-3/
Unknown,2017,Petrol,1200cc cc,Automatic,Maroon,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note-4/
Unknown,2017,Petrol,5700 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-lexus-lx-570-2-2/
Unknown,2018,Diesel,2400cc  cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-toyota-hilux/
Unknown,2017,Petrol,4700-V8 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-2/
Unknown,2017,Petrol,4700-V8 cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-6/
Unknown,2017,Petrol,4700-V8 cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-5/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-touareg/
